quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
43/3	0.08333333333333333	9	9	1/12	1/12	2/4	2	1	1/48			1/32	2/3		7	73	C#5	5	219
173/12	0.08333333333333333	9	9	5/48	5/48	2/4	2	1	1/48			1/32	2/3		4	76	E5	5	220
29/2	0.5	9	9	1/8	1/8	2/4	1	1	1/8			1/8	1	1	8	80	G#5	5	210
29/2	0.08333333333333333	9	9	1/8	1/8	2/4	2	1	1/48			1/32	2/3		3	81	A5	5	221
29/2	0.5	9	9	1/8	1/8	2/4	1	1	1/8			1/8	1	1	7	85	C#6	6	210
175/12	0.08333333333333333	9	9	7/48	7/48	2/4	2	1	1/48			1/32	2/3		4	76	E5	5	222
44/3	0.08333333333333333	9	9	1/6	1/6	2/4	2	1	1/48			1/32	2/3		7	73	C#5	5	223
59/4	0.08333333333333333	9	9	3/16	3/16	2/4	2	1	1/48			1/32	2/3		3	69	A4	4	224
89/6	0.08333333333333333	9	9	5/24	5/24	2/4	2	1	1/48			1/32	2/3		4	64	E4	4	225
179/12	0.08333333333333333	9	9	11/48	11/48	2/4	2	1	1/48			1/32	2/3		7	61	C#4	4	226
15	0.08333333333333333	9	9	1/4	1/4	2/4	2	1	1/48			1/32	2/3		6	54	F#3	3	227
15	1.0	9	9	1/4	1/4	2/4	1	2	1/4			1/4	1		7	73	C#5	5	214
15	0.3333333333333333	9	9	1/4	1/4	2/4	1	1	1/12			1/8	2/3	-1	8	80	G#5	5	211
15	0.3333333333333333	9	9	1/4	1/4	2/4	1	1	1/12			1/8	2/3	-1	7	85	C#6	6	211
181/12	0.08333333333333333	9	9	13/48	13/48	2/4	2	1	1/48			1/32	2/3		7	61	C#4	4	228
91/6	0.08333333333333333	9	9	7/24	7/24	2/4	2	1	1/48			1/32	2/3		4	64	E4	4	229
61/4	0.08333333333333333	9	9	5/16	5/16	2/4	2	1	1/48			1/32	2/3		3	69	A4	4	230
46/3	0.08333333333333333	9	9	1/3	1/3	2/4	2	1	1/48			1/32	2/3		4	64	E4	4	231
46/3	0.3333333333333333	9	9	1/3	1/3	2/4	1	1	1/12			1/8	2/3		7	73	C#5	5	212
46/3	0.3333333333333333	9	9	1/3	1/3	2/4	1	1	1/12			1/8	2/3		8	80	G#5	5	212
185/12	0.08333333333333333	9	9	17/48	17/48	2/4	2	1	1/48			1/32	2/3		7	61	C#4	4	232
31/2	0.08333333333333333	9	9	3/8	3/8	2/4	2	1	1/48			1/32	2/3		6	54	F#3	3	233
187/12	0.08333333333333333	9	9	19/48	19/48	2/4	2	1	1/48			1/32	2/3		7	61	C#4	4	234
47/3	0.08333333333333333	9	9	5/12	5/12	2/4	2	1	1/48			1/32	2/3		4	64	E4	4	235
47/3	0.3333333333333333	9	9	5/12	5/12	2/4	1	1	1/12			1/8	2/3		4	76	E5	5	213
47/3	0.3333333333333333	9	9	5/12	5/12	2/4	1	1	1/12			1/8	2/3		6	78	F#5	5	213
63/4	0.08333333333333333	9	9	7/16	7/16	2/4	2	1	1/48			1/32	2/3		3	69	A4	4	236
95/6	0.08333333333333333	9	9	11/24	11/24	2/4	2	1	1/48			1/32	2/3		4	64	E4	4	237
191/12	0.08333333333333333	9	9	23/48	23/48	2/4	2	1	1/48			1/32	2/3		7	61	C#4	4	238
16	0.0	10	10	0	0	2/4	1	2	0	acciaccatura		1/8	1		4	76	E5	5	245
16	0.08333333333333333	10	10	0	0	2/4	2	1	1/48			1/32	2/3		6	54	F#3	3	248
16	1.0	10	10	0	0	2/4	1	2	1/4			1/4	1		4	76	E5	5	246
16	0.5	10	10	0	0	2/4	1	1	1/8			1/8	1		3	81	A5	5	240
16	0.5	10	10	0	0	2/4	1	1	1/8			1/8	1		4	88	E6	6	240
193/12	0.08333333333333333	10	10	1/48	1/48	2/4	2	1	1/48			1/32	2/3		7	61	C#4	4	249
97/6	0.08333333333333333	10	10	1/24	1/24	2/4	2	1	1/48			1/32	2/3		4	64	E4	4	250
65/4	0.08333333333333333	10	10	1/16	1/16	2/4	2	1	1/48			1/32	2/3		3	69	A4	4	251
49/3	0.08333333333333333	10	10	1/12	1/12	2/4	2	1	1/48			1/32	2/3		7	73	C#5	5	252
197/12	0.08333333333333333	10	10	5/48	5/48	2/4	2	1	1/48			1/32	2/3		4	76	E5	5	253
33/2	0.5	10	10	1/8	1/8	2/4	1	1	1/8			1/8	1	1	8	80	G#5	5	241
33/2	0.08333333333333333	10	10	1/8	1/8	2/4	2	1	1/48			1/32	2/3		3	81	A5	5	254
33/2	0.5	10	10	1/8	1/8	2/4	1	1	1/8			1/8	1	1	7	85	C#6	6	241
199/12	0.08333333333333333	10	10	7/48	7/48	2/4	2	1	1/48			1/32	2/3		4	76	E5	5	255
50/3	0.08333333333333333	10	10	1/6	1/6	2/4	2	1	1/48			1/32	2/3		7	73	C#5	5	256
67/4	0.08333333333333333	10	10	3/16	3/16	2/4	2	1	1/48			1/32	2/3		3	69	A4	4	257
101/6	0.08333333333333333	10	10	5/24	5/24	2/4	2	1	1/48			1/32	2/3		4	64	E4	4	258
203/12	0.08333333333333333	10	10	11/48	11/48	2/4	2	1	1/48			1/32	2/3		7	61	C#4	4	259
17	0.08333333333333333	10	10	1/4	1/4	2/4	2	1	1/48			1/32	2/3		6	54	F#3	3	260
17	1.0	10	10	1/4	1/4	2/4	1	2	1/4			1/4	1	1	8	68	G#4	4	247
17	0.3333333333333333	10	10	1/4	1/4	2/4	1	1	1/12			1/8	2/3	-1	8	80	G#5	5	242
17	0.3333333333333333	10	10	1/4	1/4	2/4	1	1	1/12			1/8	2/3	-1	7	85	C#6	6	242
205/12	0.08333333333333333	10	10	13/48	13/48	2/4	2	1	1/48			1/32	2/3		7	61	C#4	4	261
103/6	0.08333333333333333	10	10	7/24	7/24	2/4	2	1	1/48			1/32	2/3		4	64	E4	4	262
69/4	0.08333333333333333	10	10	5/16	5/16	2/4	2	1	1/48			1/32	2/3		3	69	A4	4	263
52/3	0.08333333333333333	10	10	1/3	1/3	2/4	2	1	1/48			1/32	2/3		4	64	E4	4	264
52/3	0.3333333333333333	10	10	1/3	1/3	2/4	1	1	1/12			1/8	2/3		7	73	C#5	5	243
52/3	0.3333333333333333	10	10	1/3	1/3	2/4	1	1	1/12			1/8	2/3		8	80	G#5	5	243
209/12	0.08333333333333333	10	10	17/48	17/48	2/4	2	1	1/48			1/32	2/3		7	61	C#4	4	265
35/2	0.08333333333333333	10	10	3/8	3/8	2/4	2	1	1/48			1/32	2/3		6	54	F#3	3	266
211/12	0.08333333333333333	10	10	19/48	19/48	2/4	2	1	1/48			1/32	2/3		7	61	C#4	4	267
53/3	0.08333333333333333	10	10	5/12	5/12	2/4	2	1	1/48			1/32	2/3		4	64	E4	4	268
53/3	0.3333333333333333	10	10	5/12	5/12	2/4	1	1	1/12			1/8	2/3		4	76	E5	5	244
53/3	0.3333333333333333	10	10	5/12	5/12	2/4	1	1	1/12			1/8	2/3		6	78	F#5	5	244
71/4	0.08333333333333333	10	10	7/16	7/16	2/4	2	1	1/48			1/32	2/3		3	69	A4	4	269
107/6	0.08333333333333333	10	10	11/24	11/24	2/4	2	1	1/48			1/32	2/3		4	64	E4	4	270
215/12	0.08333333333333333	10	10	23/48	23/48	2/4	2	1	1/48			1/32	2/3		7	61	C#4	4	271
18	0.08333333333333333	11	11	0	0	2/4	2	1	1/48			1/32	2/3		6	54	F#3	3	279
18	1.0	11	11	0	0	2/4	1	2	1/4			1/4	1	-1	8	68	G#4	4	277
18	0.5	11	11	0	0	2/4	1	1	1/8			1/8	1		3	81	A5	5	272
18	0.5	11	11	0	0	2/4	1	1	1/8			1/8	1		4	88	E6	6	272
217/12	0.08333333333333333	11	11	1/48	1/48	2/4	2	1	1/48			1/32	2/3		7	61	C#4	4	280
109/6	0.08333333333333333	11	11	1/24	1/24	2/4	2	1	1/48			1/32	2/3		4	64	E4	4	281
73/4	0.08333333333333333	11	11	1/16	1/16	2/4	2	1	1/48			1/32	2/3		3	69	A4	4	282
55/3	0.08333333333333333	11	11	1/12	1/12	2/4	2	1	1/48			1/32	2/3		7	73	C#5	5	283
221/12	0.08333333333333333	11	11	5/48	5/48	2/4	2	1	1/48			1/32	2/3		4	76	E5	5	284
37/2	0.5	11	11	1/8	1/8	2/4	1	1	1/8			1/8	1	1	8	80	G#5	5	273
37/2	0.08333333333333333	11	11	1/8	1/8	2/4	2	1	1/48			1/32	2/3		3	81	A5	5	285
37/2	0.5	11	11	1/8	1/8	2/4	1	1	1/8			1/8	1	1	7	85	C#6	6	273
223/12	0.08333333333333333	11	11	7/48	7/48	2/4	2	1	1/48			1/32	2/3		4	76	E5	5	286
56/3	0.08333333333333333	11	11	1/6	1/6	2/4	2	1	1/48			1/32	2/3		7	73	C#5	5	287
75/4	0.08333333333333333	11	11	3/16	3/16	2/4	2	1	1/48			1/32	2/3		3	69	A4	4	288
113/6	0.08333333333333333	11	11	5/24	5/24	2/4	2	1	1/48			1/32	2/3		4	64	E4	4	289
227/12	0.08333333333333333	11	11	11/48	11/48	2/4	2	1	1/48			1/32	2/3		7	61	C#4	4	290
19	0.08333333333333333	11	11	1/4	1/4	2/4	2	1	1/48			1/32	2/3		6	54	F#3	3	291
19	1.0	11	11	1/4	1/4	2/4	1	2	1/4			1/4	1		6	66	F#4	4	278
19	0.3333333333333333	11	11	1/4	1/4	2/4	1	1	1/12			1/8	2/3	-1	8	80	G#5	5	274
19	0.3333333333333333	11	11	1/4	1/4	2/4	1	1	1/12			1/8	2/3	-1	7	85	C#6	6	274
229/12	0.08333333333333333	11	11	13/48	13/48	2/4	2	1	1/48			1/32	2/3		7	61	C#4	4	292
115/6	0.08333333333333333	11	11	7/24	7/24	2/4	2	1	1/48			1/32	2/3		4	64	E4	4	293
77/4	0.08333333333333333	11	11	5/16	5/16	2/4	2	1	1/48			1/32	2/3		3	69	A4	4	294
58/3	0.08333333333333333	11	11	1/3	1/3	2/4	2	1	1/48			1/32	2/3		4	64	E4	4	295
58/3	0.3333333333333333	11	11	1/3	1/3	2/4	1	1	1/12			1/8	2/3		7	73	C#5	5	275
58/3	0.3333333333333333	11	11	1/3	1/3	2/4	1	1	1/12			1/8	2/3		8	80	G#5	5	275
233/12	0.08333333333333333	11	11	17/48	17/48	2/4	2	1	1/48			1/32	2/3		7	61	C#4	4	296
39/2	0.08333333333333333	11	11	3/8	3/8	2/4	2	1	1/48			1/32	2/3		6	54	F#3	3	297
235/12	0.08333333333333333	11	11	19/48	19/48	2/4	2	1	1/48			1/32	2/3		7	61	C#4	4	298
59/3	0.08333333333333333	11	11	5/12	5/12	2/4	2	1	1/48			1/32	2/3		4	64	E4	4	299
59/3	0.3333333333333333	11	11	5/12	5/12	2/4	1	1	1/12			1/8	2/3		4	76	E5	5	276
59/3	0.3333333333333333	11	11	5/12	5/12	2/4	1	1	1/12			1/8	2/3		6	78	F#5	5	276
79/4	0.08333333333333333	11	11	7/16	7/16	2/4	2	1	1/48			1/32	2/3		3	69	A4	4	300
119/6	0.08333333333333333	11	11	11/24	11/24	2/4	2	1	1/48			1/32	2/3		4	64	E4	4	301
239/12	0.08333333333333333	11	11	23/48	23/48	2/4	2	1	1/48			1/32	2/3		7	61	C#4	4	302
20	0.08333333333333333	12	12	0	0	3/4	2	1	1/48			1/32	2/3		4	40	E2	2	314
20	0.5	12	12	0	0	3/4	1	1	1/8			1/8	1		1	67	G4	4	303
20	0.5	12	12	0	0	3/4	1	1	1/8			1/8	1		5	71	B4	4	303
20	0.5	12	12	0	0	3/4	1	1	1/8			1/8	1		6	78	F#5	5	303
241/12	0.08333333333333333	12	12	1/48	1/48	3/4	2	1	1/48			1/32	2/3		5	47	B2	2	315
121/6	0.08333333333333333	12	12	1/24	1/24	3/4	2	1	1/48			1/32	2/3		2	50	D3	3	316
81/4	0.08333333333333333	12	12	1/16	1/16	3/4	2	1	1/48			1/32	2/3		1	55	G3	3	317
61/3	0.08333333333333333	12	12	1/12	1/12	3/4	2	1	1/48			1/32	2/3		5	59	B3	3	318
245/12	0.08333333333333333	12	12	5/48	5/48	3/4	2	1	1/48			1/32	2/3		2	62	D4	4	319
41/2	0.08333333333333333	12	12	1/8	1/8	3/4	2	1	1/48			1/32	2/3		1	67	G4	4	320
41/2	0.5	12	12	1/8	1/8	3/4	1	1	1/8			1/8	1		2	74	D5	5	304
41/2	0.5	12	12	1/8	1/8	3/4	1	1	1/8			1/8	1		4	76	E5	5	304
247/12	0.08333333333333333	12	12	7/48	7/48	3/4	2	1	1/48			1/32	2/3		2	62	D4	4	321
62/3	0.08333333333333333	12	12	1/6	1/6	3/4	2	1	1/48			1/32	2/3		5	59	B3	3	322
83/4	0.08333333333333333	12	12	3/16	3/16	3/4	2	1	1/48			1/32	2/3		1	55	G3	3	323
125/6	0.08333333333333333	12	12	5/24	5/24	3/4	2	1	1/48			1/32	2/3		2	50	D3	3	324
251/12	0.08333333333333333	12	12	11/48	11/48	3/4	2	1	1/48			1/32	2/3		5	47	B2	2	325
21	0.16666666666666666	12	12	1/4	1/4	3/4	2	1	1/24			1/32	4/3		4	40	E2	2	326
21	0.5	12	12	1/4	1/4	3/4	1	1	1/8			1/8	1		1	55	G3	3	305
21	0.5	12	12	1/4	1/4	3/4	1	1	1/8			1/8	1		5	59	B3	3	305
21	0.5	12	12	1/4	1/4	3/4	1	1	1/8			1/8	1		6	66	F#4	4	305
127/6	0.16666666666666666	12	12	7/24	7/24	3/4	2	1	1/24			1/32	4/3		5	47	B2	2	327
64/3	0.16666666666666666	12	12	1/3	1/3	3/4	2	1	1/24			1/32	4/3		2	50	D3	3	328
43/2	0.16666666666666666	12	12	3/8	3/8	3/4	2	1	1/24			1/32	4/3		1	55	G3	3	329
43/2	0.5	12	12	3/8	3/8	3/4	1	1	1/8			1/8	1		2	62	D4	4	306
43/2	0.5	12	12	3/8	3/8	3/4	1	1	1/8			1/8	1		4	64	E4	4	306
65/3	0.16666666666666666	12	12	5/12	5/12	3/4	2	1	1/24			1/32	4/3		2	50	D3	3	330
131/6	0.16666666666666666	12	12	11/24	11/24	3/4	2	1	1/24			1/32	4/3		5	47	B2	2	331
22	0.125	12	12	1/2	1/2	3/4	2	1	1/32			1/16	1/2		2	38	D2	2	332
22	0.1	12	12	1/2	1/2	3/4	1	1	1/40			1/32	4/5		-1	53	F3	3	307
221/10	0.1	12	12	21/40	21/40	3/4	1	1	1/40			1/32	4/5		3	57	A3	3	308
177/8	0.125	12	12	17/32	17/32	3/4	2	1	1/32			1/16	1/2		3	45	A2	2	333
111/5	0.1	12	12	11/20	11/20	3/4	1	1	1/40			1/32	4/5		4	64	E4	4	309
89/4	0.125	12	12	9/16	9/16	3/4	2	1	1/32			1/16	1/2		4	52	E3	3	334
223/10	0.1	12	12	23/40	23/40	3/4	1	1	1/40			1/32	4/5	1	-1	65	F4	4	310
179/8	0.125	12	12	19/32	19/32	3/4	2	1	1/32			1/16	1/2		3	57	A3	3	335
112/5	0.1	12	12	3/5	3/5	3/4	1	1	1/40			1/32	4/5	1	3	69	A4	4	311
45/2	0.125	12	12	5/8	5/8	3/4	2	1	1/32			1/32	1		4	64	E4	4	336
45/2	0.5	12	12	5/8	5/8	3/4	1	1	1/8			1/8	1	-1	-1	65	F4	4	312
45/2	0.5	12	12	5/8	5/8	3/4	1	1	1/8			1/8	1	-1	3	69	A4	4	312
45/2	0.5	12	12	5/8	5/8	3/4	1	1	1/8			1/8	1		4	76	E5	5	312
181/8	0.125	12	12	21/32	21/32	3/4	2	1	1/32			1/32	1		3	57	A3	3	337
91/4	0.125	12	12	11/16	11/16	3/4	2	1	1/32			1/32	1		4	52	E3	3	338
183/8	0.125	12	12	23/32	23/32	3/4	2	1	1/32			1/32	1		3	45	A2	2	339
23	0.125	12	12	3/4	3/4	3/4	2	1	1/32			1/32	1		2	38	D2	2	340
23	0.5	12	12	3/4	3/4	3/4	1	1	1/8			1/8	1		5	71	B4	4	313
23	0.5	12	12	3/4	3/4	3/4	1	1	1/8			1/8	1		0	72	C5	5	313
185/8	0.125	12	12	25/32	25/32	3/4	2	1	1/32			1/32	1		3	45	A2	2	341
93/4	0.125	12	12	13/16	13/16	3/4	2	1	1/32			1/32	1		4	52	E3	3	342
187/8	0.125	12	12	27/32	27/32	3/4	2	1	1/32			1/32	1		3	45	A2	2	343
47/2	0.08333333333333333	13	13	0	0	3/4	2	1	1/48			1/32	2/3		4	40	E2	2	346
47/2	0.5	13	13	0	0	3/4	1	1	1/8			1/8	1		1	67	G4	4	344
47/2	0.5	13	13	0	0	3/4	1	1	1/8			1/8	1		5	71	B4	4	344
47/2	0.5	13	13	0	0	3/4	1	1	1/8			1/8	1		6	78	F#5	5	344
283/12	0.08333333333333333	13	13	1/48	1/48	3/4	2	1	1/48			1/32	2/3		5	47	B2	2	347
71/3	0.08333333333333333	13	13	1/24	1/24	3/4	2	1	1/48			1/32	2/3		2	50	D3	3	348
95/4	0.08333333333333333	13	13	1/16	1/16	3/4	2	1	1/48			1/32	2/3		1	55	G3	3	349
143/6	0.08333333333333333	13	13	1/12	1/12	3/4	2	1	1/48			1/32	2/3		5	59	B3	3	350
287/12	0.08333333333333333	13	13	5/48	5/48	3/4	2	1	1/48			1/32	2/3		2	62	D4	4	351
24	0.08333333333333333	13	13	1/8	1/8	3/4	2	1	1/48			1/32	2/3		1	67	G4	4	352
24	0.5	13	13	1/8	1/8	3/4	1	1	1/8			1/8	1		2	74	D5	5	345
24	0.5	13	13	1/8	1/8	3/4	1	1	1/8			1/8	1		4	76	E5	5	345
289/12	0.08333333333333333	13	13	7/48	7/48	3/4	2	1	1/48			1/32	2/3		2	62	D4	4	353
145/6	0.08333333333333333	13	13	1/6	1/6	3/4	2	1	1/48			1/32	2/3		5	59	B3	3	354
97/4	0.08333333333333333	13	13	3/16	3/16	3/4	2	1	1/48			1/32	2/3		1	55	G3	3	355
73/3	0.08333333333333333	13	13	5/24	5/24	3/4	2	1	1/48			1/32	2/3		2	50	D3	3	356
293/12	0.08333333333333333	13	13	11/48	11/48	3/4	2	1	1/48			1/32	2/3		5	47	B2	2	357
49/2	0.16666666666666666	14	14	0	1/8	3/4	2	1	1/24			1/32	4/3		4	40	E2	2	367
49/2	0.5	14	14	0	1/8	3/4	1	1	1/8			1/8	1		1	55	G3	3	358
49/2	0.5	14	14	0	1/8	3/4	1	1	1/8			1/8	1		5	59	B3	3	358
49/2	0.5	14	14	0	1/8	3/4	1	1	1/8			1/8	1		6	66	F#4	4	358
74/3	0.16666666666666666	14	14	1/24	1/6	3/4	2	1	1/24			1/32	4/3		5	47	B2	2	368
149/6	0.16666666666666666	14	14	1/12	5/24	3/4	2	1	1/24			1/32	4/3		2	50	D3	3	369
25	0.16666666666666666	14	14	1/8	1/4	3/4	2	1	1/24			1/32	4/3		1	55	G3	3	370
25	0.5	14	14	1/8	1/4	3/4	1	1	1/8			1/8	1		2	62	D4	4	359
25	0.5	14	14	1/8	1/4	3/4	1	1	1/8			1/8	1		4	64	E4	4	359
151/6	0.16666666666666666	14	14	1/6	7/24	3/4	2	1	1/24			1/32	4/3		2	50	D3	3	371
76/3	0.16666666666666666	14	14	5/24	1/3	3/4	2	1	1/24			1/32	4/3		5	47	B2	2	372
51/2	0.125	14	14	1/4	3/8	3/4	2	1	1/32			1/16	1/2		2	38	D2	2	373
51/2	0.1	14	14	1/4	3/8	3/4	1	1	1/40			1/32	4/5		-1	53	F3	3	360
128/5	0.1	14	14	11/40	2/5	3/4	1	1	1/40			1/32	4/5		3	57	A3	3	361
205/8	0.125	14	14	9/32	13/32	3/4	2	1	1/32			1/16	1/2		3	45	A2	2	374
257/10	0.1	14	14	3/10	17/40	3/4	1	1	1/40			1/32	4/5		4	64	E4	4	362
103/4	0.125	14	14	5/16	7/16	3/4	2	1	1/32			1/16	1/2		4	52	E3	3	375
129/5	0.1	14	14	13/40	9/20	3/4	1	1	1/40			1/32	4/5	1	-1	65	F4	4	363
207/8	0.125	14	14	11/32	15/32	3/4	2	1	1/32			1/16	1/2		3	57	A3	3	376
259/10	0.1	14	14	7/20	19/40	3/4	1	1	1/40			1/32	4/5	1	3	69	A4	4	364
26	0.125	14	14	3/8	1/2	3/4	2	1	1/32			1/32	1		4	64	E4	4	377
26	0.5	14	14	3/8	1/2	3/4	1	1	1/8			1/8	1	-1	-1	65	F4	4	365
26	0.5	14	14	3/8	1/2	3/4	1	1	1/8			1/8	1	-1	3	69	A4	4	365
26	0.5	14	14	3/8	1/2	3/4	1	1	1/8			1/8	1		4	76	E5	5	365
209/8	0.125	14	14	13/32	17/32	3/4	2	1	1/32			1/32	1		3	57	A3	3	378
105/4	0.125	14	14	7/16	9/16	3/4	2	1	1/32			1/32	1		4	52	E3	3	379
211/8	0.125	14	14	15/32	19/32	3/4	2	1	1/32			1/32	1		3	45	A2	2	380
53/2	0.125	14	14	1/2	5/8	3/4	2	1	1/32			1/32	1		2	38	D2	2	381
53/2	0.5	14	14	1/2	5/8	3/4	1	1	1/8			1/8	1		5	71	B4	4	366
53/2	0.5	14	14	1/2	5/8	3/4	1	1	1/8			1/8	1		0	72	C5	5	366
213/8	0.125	14	14	17/32	21/32	3/4	2	1	1/32			1/32	1		3	45	A2	2	382
107/4	0.125	14	14	9/16	11/16	3/4	2	1	1/32			1/32	1		4	52	E3	3	383
215/8	0.125	14	14	19/32	23/32	3/4	2	1	1/32			1/32	1		3	45	A2	2	384
27	0.125	15	15	0	0	2/4	2	1	1/32			1/32	1		2	38	D2	2	387
217/8	0.125	15	15	1/32	1/32	2/4	2	1	1/32			1/32	1		3	45	A2	2	388
109/4	0.125	15	15	1/16	1/16	2/4	2	1	1/32			1/32	1		4	52	E3	3	389
219/8	0.125	15	15	3/32	3/32	2/4	2	1	1/32			1/32	1		-1	53	F3	3	390
55/2	0.125	15	15	1/8	1/8	2/4	2	1	1/32			1/32	1		3	57	A3	3	391
221/8	0.125	15	15	5/32	5/32	2/4	2	1	1/32			1/32	1		-1	53	F3	3	392
111/4	0.125	15	15	3/16	3/16	2/4	2	1	1/32			1/32	1		4	52	E3	3	393
223/8	0.125	15	15	7/32	7/32	2/4	2	1	1/32			1/32	1		3	45	A2	2	394
28	0.1111111111111111	15	15	1/4	1/4	2/4	2	1	1/36			1/32	8/9		2	38	D2	2	395
253/9	0.1111111111111111	15	15	5/18	5/18	2/4	2	1	1/36			1/32	8/9		3	45	A2	2	396
254/9	0.1111111111111111	15	15	11/36	11/36	2/4	2	1	1/36			1/32	8/9		4	52	E3	3	397
85/3	0.3333333333333333	15	15	1/3	1/3	2/4	2	2	1/12			1/8	2/3		-1	53	F3	3	405
85/3	0.3333333333333333	15	15	1/3	1/3	2/4	2	2	1/12			1/8	2/3		3	57	A3	3	405
85/3	0.3333333333333333	15	15	1/3	1/3	2/4	1	1	1/12			1/8	2/3		4	64	E4	4	385
341/12	0.08333333333333333	15	15	17/48	17/48	2/4	2	1	1/48			1/32	2/3		4	52	E3	3	398
57/2	0.08333333333333333	15	15	3/8	3/8	2/4	2	1	1/48			1/32	2/3		3	45	A2	2	399
343/12	0.08333333333333333	15	15	19/48	19/48	2/4	2	1	1/48			1/32	2/3		2	38	D2	2	400
86/3	0.08333333333333333	15	15	5/12	5/12	2/4	2	1	1/48			1/32	2/3		3	45	A2	2	401
86/3	0.3333333333333333	15	15	5/12	5/12	2/4	2	2	1/12			1/8	2/3		8	56	G#3	3	406
86/3	0.3333333333333333	15	15	5/12	5/12	2/4	1	1	1/12			1/8	2/3		5	59	B3	3	386
86/3	0.3333333333333333	15	15	5/12	5/12	2/4	1	1	1/12			1/8	2/3		0	60	C4	4	386
115/4	0.08333333333333333	15	15	7/16	7/16	2/4	2	1	1/48			1/32	2/3		4	52	E3	3	402
173/6	0.08333333333333333	15	15	11/24	11/24	2/4	2	1	1/48			1/32	2/3		-1	53	F3	3	403
347/12	0.08333333333333333	15	15	23/48	23/48	2/4	2	1	1/48			1/32	2/3		3	57	A3	3	404
29	0.08333333333333333	16	16	0	0	2/4	2	1	1/48			1/32	2/3		6	54	F#3	3	412
29	0.5	16	16	0	0	2/4	1	1	1/8			1/8	1		3	81	A5	5	407
29	0.5	16	16	0	0	2/4	1	1	1/8			1/8	1		4	88	E6	6	407
349/12	0.08333333333333333	16	16	1/48	1/48	2/4	2	1	1/48			1/32	2/3		7	61	C#4	4	413
175/6	0.08333333333333333	16	16	1/24	1/24	2/4	2	1	1/48			1/32	2/3		4	64	E4	4	414
117/4	0.08333333333333333	16	16	1/16	1/16	2/4	2	1	1/48			1/32	2/3		3	69	A4	4	415
88/3	0.08333333333333333	16	16	1/12	1/12	2/4	2	1	1/48			1/32	2/3		7	73	C#5	5	416
353/12	0.08333333333333333	16	16	5/48	5/48	2/4	2	1	1/48			1/32	2/3		4	76	E5	5	417
59/2	0.5	16	16	1/8	1/8	2/4	1	1	1/8			1/8	1	1	8	80	G#5	5	408
59/2	0.08333333333333333	16	16	1/8	1/8	2/4	2	1	1/48			1/32	2/3		3	81	A5	5	418
59/2	0.5	16	16	1/8	1/8	2/4	1	1	1/8			1/8	1	1	7	85	C#6	6	408
355/12	0.08333333333333333	16	16	7/48	7/48	2/4	2	1	1/48			1/32	2/3		4	76	E5	5	419
89/3	0.08333333333333333	16	16	1/6	1/6	2/4	2	1	1/48			1/32	2/3		7	73	C#5	5	420
119/4	0.08333333333333333	16	16	3/16	3/16	2/4	2	1	1/48			1/32	2/3		3	69	A4	4	421
179/6	0.08333333333333333	16	16	5/24	5/24	2/4	2	1	1/48			1/32	2/3		4	64	E4	4	422
359/12	0.08333333333333333	16	16	11/48	11/48	2/4	2	1	1/48			1/32	2/3		7	61	C#4	4	423
30	0.08333333333333333	16	16	1/4	1/4	2/4	2	1	1/48			1/32	2/3		6	54	F#3	3	424
30	0.3333333333333333	16	16	1/4	1/4	2/4	1	1	1/12			1/8	2/3	-1	8	80	G#5	5	409
30	0.3333333333333333	16	16	1/4	1/4	2/4	1	1	1/12			1/8	2/3	-1	7	85	C#6	6	409
361/12	0.08333333333333333	16	16	13/48	13/48	2/4	2	1	1/48			1/32	2/3		7	61	C#4	4	425
181/6	0.08333333333333333	16	16	7/24	7/24	2/4	2	1	1/48			1/32	2/3		4	64	E4	4	426
121/4	0.08333333333333333	16	16	5/16	5/16	2/4	2	1	1/48			1/32	2/3		3	69	A4	4	427
91/3	0.08333333333333333	16	16	1/3	1/3	2/4	2	1	1/48			1/32	2/3		4	64	E4	4	428
91/3	0.3333333333333333	16	16	1/3	1/3	2/4	1	1	1/12			1/8	2/3		7	73	C#5	5	410
91/3	0.3333333333333333	16	16	1/3	1/3	2/4	1	1	1/12			1/8	2/3		8	80	G#5	5	410
365/12	0.08333333333333333	16	16	17/48	17/48	2/4	2	1	1/48			1/32	2/3		7	61	C#4	4	429
61/2	0.08333333333333333	16	16	3/8	3/8	2/4	2	1	1/48			1/32	2/3		6	54	F#3	3	430
367/12	0.08333333333333333	16	16	19/48	19/48	2/4	2	1	1/48			1/32	2/3		7	61	C#4	4	431
92/3	0.08333333333333333	16	16	5/12	5/12	2/4	2	1	1/48			1/32	2/3		4	64	E4	4	432
92/3	0.3333333333333333	16	16	5/12	5/12	2/4	1	1	1/12			1/8	2/3		4	76	E5	5	411
92/3	0.3333333333333333	16	16	5/12	5/12	2/4	1	1	1/12			1/8	2/3		6	78	F#5	5	411
123/4	0.08333333333333333	16	16	7/16	7/16	2/4	2	1	1/48			1/32	2/3		3	69	A4	4	433
185/6	0.08333333333333333	16	16	11/24	11/24	2/4	2	1	1/48			1/32	2/3		4	64	E4	4	434
371/12	0.08333333333333333	16	16	23/48	23/48	2/4	2	1	1/48			1/32	2/3		7	61	C#4	4	435
