mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	Ottava:8vb	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	Pedal_Gardez la Ped. jusqu'à   <sym>keyboardPedalUp</sym>	TextLine	TextLine_ra	TextLine_len
130	130	831/2	831/2	0.5	1	1	Chord	9/8	1	1	1/8			1/8	1	1310		articStaccatoBelow										18								
131	131	416	416	0.0	0	0	Dynamic	6/8	1	1	0						f																			
131	131	416	416	0.0	0	0	Spanner	6/8	1	1	0																									
131	131	416	416	0.0	0	0	Spanner	6/8	1	1	0																				8		8			
131	131	416	416	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1311									85						8		8			
131	131	833/2	833/2	0.0	1/8	1/8	Spanner	6/8	1	1	0														85		21				8		8			
131	131	833/2	833/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1312									85		21				8		8			
131	131	417	417	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1313									85		21				8		8			
131	131	835/2	835/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1314									85		21				8		8			
131	131	418	418	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	1315									85		21				8		8			
131	131	837/2	837/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1316									85		21				8		8			
132	132	419	419	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1317									85		21				8		8			
132	132	839/2	839/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1318									85		21				8		8			
132	132	420	420	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1319									85		21				8		8			
132	132	841/2	841/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1320									85		21				8		8			
132	132	421	421	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	1321									85		21				8		8			
132	132	843/2	843/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1322											21				8		8			
133	133	422	422	0.0	0	0	Dynamic	6/8	1	1	0						pp														8		8			
133	133	422	422	0.0	0	0	Spanner	6/8	1	1	0																				8		8			
133	133	422	422	0.0	0	0	Spanner	6/8	1	1	0																22				8		8			
133	133	845/2	845/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	1323		articStaccatoAbove							86		22				8		8			
133	133	847/2	847/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1324		articStaccatoAbove							86		22				8		8			
133	133	849/2	849/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1325		articStaccatoAbove									22				8		8			
133	133	422	422	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	1326		articAccentStaccatoAbove							87											
133	133	423	423	1.0	1/4	1/4	Chord	6/8	2	1	1/4			1/4	1	1327		articStaccatoAbove							87											
133	133	424	424	1.0	1/2	1/2	Chord	6/8	2	1	1/4			1/4	1	1328		articStaccatoAbove																		
134	134	425	425	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1329											22				8		8			
134	134	851/2	851/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	1330		articStaccatoAbove							88		22				8		8			
134	134	853/2	853/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1331		articStaccatoAbove							88		22				8		8			
134	134	855/2	855/2	0.0	5/8	5/8	Dynamic	6/8	1	1	0						ppp														8		8			
134	134	855/2	855/2	0.0	5/8	5/8	Spanner	6/8	1	1	0																				8		8			
134	134	855/2	855/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1332		articStaccatoAbove													8		8			
134	134	425	425	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	1333		articStaccatoAbove							89											
134	134	426	426	1.0	1/4	1/4	Chord	6/8	2	1	1/4			1/4	1	1334		articStaccatoAbove							89											
134	134	427	427	1.0	1/2	1/2	Chord	6/8	2	1	1/4			1/4	1	1335		articStaccatoAbove																		
135	135	428	428	0.0	0	0	Spanner	6/8	1	1	0																23				8		8			
135	135	428	428	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1336											23				8		8			
135	135	857/2	857/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	1337		articStaccatoAbove							90		23				8		8			
135	135	859/2	859/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1338		articStaccatoAbove							90		23				8		8			
135	135	861/2	861/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1339		articStaccatoAbove									23				8		8			
135	135	428	428	0.0	0	0	StaffText	6/8	2	1	0								rall.																	
135	135	428	428	0.0	0	0	Dynamic	6/8	2	1	0						pp																			
135	135	428	428	3.0	0	0	Chord	6/8	2	1	3/4			1/2	3/2	1340		articAccentAbove																		
136	136	431	431	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1341											23				8		8			
136	136	863/2	863/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	1342		articStaccatoAbove							91		23				8		8			
136	136	865/2	865/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1343		articStaccatoAbove							91		23				8		8			
136	136	867/2	867/2	0.0	5/8	5/8	Dynamic	6/8	1	1	0						ppp																			
136	136	867/2	867/2	0.0	5/8	5/8	Spanner	6/8	1	1	0																									
136	136	867/2	867/2	0.0	5/8	5/8	Spanner	6/8	1	1	0																									
136	136	867/2	867/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1344		articStaccatoAbove																		
137	137	434	434	0.0	0	0	StaffText	6/8	1	1	0								Plus lent																	
137	137	434	434	0.0	0	0	Dynamic	6/8	1	1	0						other-dynamics																			
137	137	434	434	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1345																				
137	137	869/2	869/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	1346																				
137	137	871/2	871/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1347																				
137	137	873/2	873/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1348																				
137	137	434	434	3.0	0	0	Chord	6/8	1	2	3/4			1/2	3/2	1349		articAccentBelow																		
137	137	434	434	3.0	0	0	Chord	6/8	2	1	3/4			1/2	3/2	1350		articAccentBelow																		
138	138	437	437	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1351																				
138	138	875/2	875/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	1352																				
138	138	877/2	877/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1353																				
138	138	879/2	879/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1354																				
138	138	437	437	3.0	0	0	Chord	6/8	1	2	3/4			1/2	3/2	1355		articAccentBelow																		
138	138	437	437	3.0	0	0	Chord	6/8	2	1	3/4			1/2	3/2	1356		articAccentBelow																		
139	139	440	440	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1357																				
139	139	441	441	0.0	1/4	1/4	Spanner	6/8	1	1	0																	19								
139	139	440	440	0.5	0	0	Chord	6/8	1	2	1/8			1/8	1	1358												19								
139	139	881/2	881/2	0.5	1/8	1/8	Chord	6/8	1	2	1/8			1/8	1	1359												19								
139	139	441	441	0.3333333333333333	1/4	1/4	Chord	6/8	1	2	1/12			1/8	2/3	1360												19								
139	139	1324/3	1324/3	0.3333333333333333	1/3	1/3	Chord	6/8	1	2	1/12			1/8	2/3	1361												19								
139	139	1325/3	1325/3	0.3333333333333333	5/12	5/12	Chord	6/8	1	2	1/12			1/8	2/3	1362												19								
139	139	442	442	0.25	1/2	1/2	Chord	6/8	1	2	1/16			1/16	1	1363												19								
139	139	1769/4	1769/4	0.25	9/16	9/16	Chord	6/8	1	2	1/16			1/16	1	1364												19								
139	139	885/2	885/2	0.25	5/8	5/8	Chord	6/8	1	2	1/16			1/16	1	1365												19								
139	139	1771/4	1771/4	0.25	11/16	11/16	Chord	6/8	1	2	1/16			1/16	1	1366												19								
139	139	440	440	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1367																				
139	139	881/2	881/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1368																				
139	139	441	441	0.3333333333333333	1/4	1/4	Chord	6/8	2	1	1/12			1/8	2/3	1369																				
139	139	1324/3	1324/3	0.3333333333333333	1/3	1/3	Chord	6/8	2	1	1/12			1/8	2/3	1370																				
139	139	1325/3	1325/3	0.3333333333333333	5/12	5/12	Chord	6/8	2	1	1/12			1/8	2/3	1371																				
139	139	442	442	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	1372																				
139	139	1769/4	1769/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	1373																				
139	139	885/2	885/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	1374																				
139	139	1771/4	1771/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	1375																				
140	140	443	443	0.0	0	0	Spanner	6/8	1	1	0																									
140	140	443	443	0.0	0	0	Spanner	6/8	1	1	0																24									
140	140	887/2	887/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	1376											24									
140	140	889/2	889/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1377											24									
140	140	891/2	891/2	0.0	5/8	5/8	Spanner	6/8	1	1	0																									
140	140	891/2	891/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1378																				
140	140	443	443	2.0	0	0	Chord	6/8	1	2	1/2			1/2	1	1379		articAccentBelow							92											
140	140	445	445	1.0	1/2	1/2	Chord	6/8	1	2	1/4			1/4	1	1380																				
140	140	443	443	2.0	0	0	Chord	6/8	2	1	1/2			1/2	1	1381		articAccentBelow							93											
140	140	445	445	1.0	1/2	1/2	Chord	6/8	2	1	1/4			1/4	1	1382																				
141	141	446	446	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1383																				
141	141	893/2	893/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	1384																				
141	141	895/2	895/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1385																				
141	141	897/2	897/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1386																				
141	141	447	447	0.0	1/4	1/4	Dynamic	6/8	2	1	0						pp																			
141	141	447	447	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1387																				
141	141	895/2	895/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1388																				
141	141	448	448	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1389																				
142	142	449	449	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1390																				
142	142	899/2	899/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	1391																				
142	142	901/2	901/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1392																				
142	142	903/2	903/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1393																				
142	142	449	449	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1394																				
142	142	899/2	899/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1395		articAccentBelow																		
142	142	450	450	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1396																				
142	142	901/2	901/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1397																				
142	142	451	451	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1398																				
143	143	452	452	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1399																				
143	143	905/2	905/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	1400																				
143	143	907/2	907/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1401																				
143	143	909/2	909/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1402																				
143	143	452	452	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1403																				
143	143	905/2	905/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1404		articAccentBelow																		
143	143	453	453	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1405																				
143	143	454	454	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1406																				
143	143	909/2	909/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1407		articAccentBelow																		
144	144	455	455	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1408																				
144	144	911/2	911/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	1409																				
144	144	913/2	913/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1410																				
144	144	915/2	915/2	0.0	5/8	5/8	StaffText	6/8	1	1	0								Plus lent																	
144	144	915/2	915/2	0.0	5/8	5/8	Dynamic	6/8	1	1	0						mf																			
144	144	915/2	915/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1411																				
144	144	915/2	915/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8			1/8	1	1412									94											
144	144	455	455	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1413																				
144	144	911/2	911/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1414																				
144	144	456	456	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1415																				
144	144	915/2	915/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1416									95											
145	145	458	458	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1417																				
145	145	917/2	917/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	1418																				
145	145	919/2	919/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1419																				
145	145	921/2	921/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1420																				
145	145	458	458	0.5	0	0	Chord	6/8	1	2	1/8			1/8	1	1421									94											
145	145	917/2	917/2	0.5	1/8	1/8	Chord	6/8	1	2	1/8			1/8	1	1422									94											
145	145	459	459	0.5	1/4	1/4	Chord	6/8	1	2	1/8			1/8	1	1423									94											
145	145	919/2	919/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8			1/4	3/2	1424									94											
145	145	458	458	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1425									95											
145	145	917/2	917/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1426									95											
145	145	459	459	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1427									95											
145	145	919/2	919/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	1428									95											
146	146	461	461	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1429																				
146	146	923/2	923/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	1430																				
146	146	925/2	925/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1431																				
146	146	927/2	927/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1432																				
146	146	461	461	3.0	0	0	Chord	6/8	1	2	3/4			1/2	3/2	1433																				
146	146	461	461	3.0	0	0	Chord	6/8	2	1	3/4			1/2	3/2	1434																				
147	147	464	464	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1435																				
147	147	929/2	929/2	0.0	1/8	1/8	Spanner	6/8	1	1	0																							2	2	
147	147	929/2	929/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	1436																		2	2	
147	147	931/2	931/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1437																		2	2	
147	147	933/2	933/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1438																		2	2	
147	147	464	464	1.0	0	0	Chord	6/8	1	2	1/4			1/4	1	1439		articTenutoBelow																2	2	
147	147	465	465	1.0	1/4	1/4	Chord	6/8	1	2	1/4			1/4	1	1440		articTenutoBelow																2	2	
147	147	466	466	1.0	1/2	1/2	Chord	6/8	1	2	1/4			1/4	1	1441		articTenutoBelow																2	2	
147	147	464	464	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	1442		articTenutoAbove							96											
147	147	465	465	1.0	1/4	1/4	Chord	6/8	2	1	1/4			1/4	1	1443		articTenutoBelow							96											
147	147	466	466	1.0	1/2	1/2	Chord	6/8	2	1	1/4			1/4	1	1444		articTenutoBelow																		
148	148	467	467	0.0	0	0	Spanner	6/8	1	1	0																									
148	148	467	467	0.0	0	0	Spanner	6/8	1	1	0																							3		3
148	148	467	467	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1445																		3		3
148	148	935/2	935/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	1446																		3		3
148	148	937/2	937/2	0.0	3/8	3/8	Spanner	6/8	1	1	0																25							3		3
148	148	937/2	937/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1447											25							3		3
148	148	939/2	939/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1448											25							3		3
148	148	467	467	3.0	0	0	Chord	6/8	1	2	3/4			1/2	3/2	1449		articAccentBelow							97		25							3		3
148	148	467	467	3.0	0	0	Chord	6/8	2	1	3/4			1/2	3/2	1450		articAccentAbove							98											
148	148	1402/3	1402/3	0.0	1/12	1/12	Spanner	6/8	2	1	0														98				1							
148	148	1403/3	1403/3	0.0	1/6	1/6	Spanner	6/8	2	1	0														98											
148	148	468	468	0.0	1/4	1/4	Spanner	6/8	2	1	0														98						9					
148	148	1402/3	1402/3	0.3333333333333333	1/12	1/12	Chord	6/8	2	2	1/12			1/8	2/3	1451															9					
148	148	1403/3	1403/3	0.3333333333333333	1/6	1/6	Chord	6/8	2	2	1/12			1/8	2/3	1452															9					
148	148	468	468	1.0	1/4	1/4	Chord	6/8	2	2	1/4			1/4	1	1453															9					
149	149	470	470	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1454											25							3		3
149	149	941/2	941/2	0.0	1/8	1/8	Spanner	6/8	1	1	0																25									
149	149	941/2	941/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	1455											25									
149	149	943/2	943/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1456											25									
149	149	945/2	945/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1457											25									
149	149	470	470	2.0	0	0	Chord	6/8	1	2	1/2			1/2	1	1458									97		25									
149	149	472	472	1.0	1/2	1/2	Chord	6/8	1	2	1/4			1/4	1	1459											25									
149	149	470	470	0.0	0	0	Spanner	6/8	2	1	0														98											
149	149	470	470	2.0	0	0	Chord	6/8	2	1	1/2			1/2	1	1460									98											
149	149	472	472	1.0	1/2	1/2	Chord	6/8	2	1	1/4			1/4	1	1461																				
150	150	473	473	0.0	0	0	Dynamic	6/8	1	1	0						pp																			
150	150	473	473	0.0	0	0	Spanner	6/8	1	1	0																									
150	150	473	473	0.0	0	0	Spanner	6/8	1	1	0																	20								
150	150	473	473	0.3333333333333333	0	0	Chord	6/8	1	1	1/12			1/8	2/3	1462									99			20								
150	150	1420/3	1420/3	0.3333333333333333	1/12	1/12	Chord	6/8	1	1	1/12			1/8	2/3	1463									99			20								
150	150	1421/3	1421/3	0.3333333333333333	1/6	1/6	Chord	6/8	1	1	1/12			1/8	2/3	1464									99			20								
150	150	474	474	2.0	1/4	1/4	Chord	6/8	1	1	1/2			1/2	1	1465												20								
150	150	949/2	949/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4			1/4	1	1466												20								
150	150	951/2	951/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8			1/8	1	1467												20								
150	150	473	473	0.3333333333333333	0	0	Chord	6/8	2	1	1/12			1/8	2/3	1468									100											
150	150	1420/3	1420/3	0.3333333333333333	1/12	1/12	Chord	6/8	2	1	1/12			1/8	2/3	1469									100											
150	150	1421/3	1421/3	0.3333333333333333	1/6	1/6	Chord	6/8	2	1	1/12			1/8	2/3	1470									100											
150	150	474	474	2.0	1/4	1/4	Chord	6/8	2	1	1/2			1/2	1	1471																				
151	151	476	476	0.0	0	0	Spanner	6/8	1	1	0																									
151	151	953/2	953/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	1472																				
151	151	955/2	955/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1473																				
151	151	957/2	957/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1474																				
151	151	476	476	0.0	0	0	Dynamic	6/8	1	2	0						pp																			
151	151	476	476	0.5	0	0	Chord	6/8	1	2	1/8			1/8	1	1475																				
151	151	476	476	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1476																				
151	151	953/2	953/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1477		articAccentBelow																		
151	151	477	477	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1478																				
151	151	478	478	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1479																				
151	151	957/2	957/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1480		articAccentBelow																		
152	152	479	479	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1481																				
152	152	959/2	959/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	1482																				
152	152	961/2	961/2	0.0	3/8	3/8	Spanner	6/8	1	1	0																	21								
152	152	961/2	961/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1483												21								
152	152	963/2	963/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1484												21								
152	152	479	479	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1485																				
152	152	959/2	959/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1486																				
152	152	480	480	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1487																				
152	152	481	481	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1488																				
152	152	963/2	963/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1489		articAccentBelow																		
153	153	482	482	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1490												21								
153	153	965/2	965/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	1491												21								
153	153	967/2	967/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1492												21								
153	153	969/2	969/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1493												21								
153	153	482	482	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1494																				
153	153	483	483	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1495																				
153	153	967/2	967/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1496		articAccentBelow																		
153	153	484	484	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1497																				
153	153	969/2	969/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1498																				
154	154	485	485	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1499												21								
154	154	971/2	971/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	1500												21								
154	154	973/2	973/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1501												21								
154	154	975/2	975/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1502												21								
154	154	485	485	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1503																				
154	154	486	486	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1504																				
154	154	973/2	973/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1505																				
154	154	487	487	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1506																				
154	154	975/2	975/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1507																				
155	155	488	488	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1508												21								
155	155	977/2	977/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	1509												21								
155	155	979/2	979/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1510												21								
155	155	490	490	0.0	1/2	1/2	Dynamic	6/8	1	1	0						f																			
155	155	490	490	0.0	1/2	1/2	Spanner	6/8	1	1	0																									
155	155	490	490	0.0	1/2	1/2	Spanner	6/8	1	1	0																	22								
155	155	490	490	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	1511												22								
155	155	1961/4	1961/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	1512												22								
155	155	981/2	981/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	1513												22								
155	155	1963/4	1963/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	1514												22								
155	155	488	488	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1515																				
155	155	977/2	977/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1516																				
155	155	489	489	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1517																				
155	155	979/2	979/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1518																				
156	156	491	491	0.25	0	0	Chord	9/8	1	1	1/16			1/16	1	1519												22								
156	156	1965/4	1965/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16			1/16	1	1520												22								
156	156	983/2	983/2	0.25	1/8	1/8	Chord	9/8	1	1	1/16			1/16	1	1521												22								
156	156	1967/4	1967/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16			1/16	1	1522												22								
156	156	492	492	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	1523												22								
156	156	1969/4	1969/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	1524												22								
156	156	985/2	985/2	0.25	3/8	3/8	Chord	9/8	1	1	1/16			1/16	1	1525												22								
156	156	1971/4	1971/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	1526												22								
156	156	493	493	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	1527												22								
156	156	1973/4	1973/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	1528												22								
156	156	987/2	987/2	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	1529												22								
156	156	1975/4	1975/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	1530												22								
156	156	494	494	0.25	3/4	3/4	Chord	9/8	1	1	1/16			1/16	1	1531												22								
156	156	1977/4	1977/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	1532												22								
156	156	989/2	989/2	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	1533												22								
156	156	1979/4	1979/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	1534												22								
156	156	495	495	0.0	1	1	Spanner	9/8	1	1	0																	22		1						
156	156	495	495	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	1535												22		1						
156	156	1981/4	1981/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	1536												22		1						
157	157	991/2	991/2	0.0	0	0	Dynamic	9/8	1	1	0						other-dynamics													1						
157	157	991/2	991/2	0.0	0	0	Spanner	9/8	1	1	0																			1						
157	157	991/2	991/2	1.0	0	0	Chord	9/8	1	1	1/4			1/4	1	1537									101					1						
157	157	993/2	993/2	0.125	1/4	1/4	Chord	9/8	1	1	1/32			1/32	1	1538									101					1						
