mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	Ottava:8vb	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	Pedal_Gardez la Ped. jusqu'à   <sym>keyboardPedalUp</sym>	TextLine	TextLine_ra	TextLine_len
157	157	3973/8	3973/8	0.125	9/32	9/32	Chord	9/8	1	1	1/32			1/32	1	1539									101					1						
157	157	1987/4	1987/4	0.125	5/16	5/16	Chord	9/8	1	1	1/32			1/32	1	1540									101					1						
157	157	3975/8	3975/8	0.125	11/32	11/32	Chord	9/8	1	1	1/32			1/32	1	1541														1						
157	157	995/2	995/2	0.0	1/2	1/2	Spanner	9/8	1	1	0																26			1						
157	157	995/2	995/2	1.0	1/2	1/2	Chord	9/8	1	1	1/4			1/4	1	1542									102		26			1						
157	157	499	499	0.0	7/8	7/8	Spanner	9/8	1	1	0																			1						
157	157	499	499	1.0	7/8	7/8	Chord	9/8	1	1	1/4			1/4	1	1543														1						
157	157	498	498	0.5	5/8	5/8	Chord	9/8	1	2	1/8			1/8	1	1544														1						
157	157	991/2	991/2	0.5	0	0	Chord	9/8	2	1	1/8			1/8	1	1545																				
157	157	496	496	0.5	1/8	1/8	Chord	9/8	2	1	1/8			1/8	1	1546																				
157	157	993/2	993/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	1547																				
157	157	497	497	0.5	3/8	3/8	Chord	9/8	2	1	1/8			1/8	1	1548																				
157	157	498	498	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	1549																				
157	157	997/2	997/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	1550																				
157	157	999/2	999/2	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	1551																				
157	157	995/2	995/2	0.0	1/2	1/2	Spanner	9/8	2	2	0																27									
157	157	995/2	995/2	1.5	1/2	1/2	Chord	9/8	2	2	3/8			1/4	3/2	1552									103		27									
157	157	499	499	0.0	7/8	7/8	Spanner	9/8	2	2	0																									
157	157	499	499	1.0	7/8	7/8	Chord	9/8	2	2	1/4			1/4	1	1553																				
158	158	500	500	1.0	0	0	Chord	9/8	1	1	1/4			1/4	1	1554									104					1						
158	158	501	501	0.125	1/4	1/4	Chord	9/8	1	1	1/32			1/32	1	1555									104					1						
158	158	4009/8	4009/8	0.125	9/32	9/32	Chord	9/8	1	1	1/32			1/32	1	1556									104					1						
158	158	2005/4	2005/4	0.125	5/16	5/16	Chord	9/8	1	1	1/32			1/32	1	1557									104					1						
158	158	4011/8	4011/8	0.125	11/32	11/32	Chord	9/8	1	1	1/32			1/32	1	1558														1						
158	158	502	502	0.0	1/2	1/2	Spanner	9/8	1	1	0																28			1						
158	158	502	502	1.5	1/2	1/2	Chord	9/8	1	1	3/8			1/4	3/2	1559									105		28			1						
158	158	1007/2	1007/2	0.0	7/8	7/8	Spanner	9/8	1	1	0																			1						
158	158	1007/2	1007/2	1.0	7/8	7/8	Chord	9/8	1	1	1/4			1/4	1	1560														1						
158	158	1005/2	1005/2	0.5	5/8	5/8	Chord	9/8	1	2	1/8			1/8	1	1561														1						
158	158	1001/2	1001/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8			1/8	1	1562																				
158	158	501	501	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	1563																				
158	158	1003/2	1003/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8			1/8	1	1564																				
158	158	1005/2	1005/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	1565																				
158	158	503	503	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	1566																				
158	158	504	504	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	1567																				
158	158	500	500	1.5	0	0	Chord	9/8	2	2	3/8			1/4	3/2	1568																				
158	158	502	502	0.0	1/2	1/2	Spanner	9/8	2	2	0																29									
158	158	502	502	1.5	1/2	1/2	Chord	9/8	2	2	3/8			1/4	3/2	1569									106		29									
158	158	1007/2	1007/2	0.0	7/8	7/8	Spanner	9/8	2	2	0																									
158	158	1007/2	1007/2	1.0	7/8	7/8	Chord	9/8	2	2	1/4			1/4	1	1570		articAccentBelow																		
159	159	1009/2	1009/2	0.0	0	0	Spanner	9/8	1	1	0																									
159	159	1009/2	1009/2	1.0	0	0	Chord	9/8	1	1	1/4			1/4	1	1571									107											
159	159	1011/2	1011/2	0.125	1/4	1/4	Chord	9/8	1	1	1/32			1/32	1	1572									107											
159	159	4045/8	4045/8	0.125	9/32	9/32	Chord	9/8	1	1	1/32			1/32	1	1573									107											
159	159	2023/4	2023/4	0.125	5/16	5/16	Chord	9/8	1	1	1/32			1/32	1	1574									107											
159	159	4047/8	4047/8	0.125	11/32	11/32	Chord	9/8	1	1	1/32			1/32	1	1575																				
159	159	1013/2	1013/2	0.0	1/2	1/2	Spanner	9/8	1	1	0																30									
159	159	1013/2	1013/2	1.5	1/2	1/2	Chord	9/8	1	1	3/8			1/4	3/2	1576									108		30									
159	159	508	508	0.0	7/8	7/8	Spanner	9/8	1	1	0																									
159	159	508	508	1.0	7/8	7/8	Chord	9/8	1	1	1/4			1/4	1	1577																				
159	159	507	507	0.5	5/8	5/8	Chord	9/8	1	2	1/8			1/8	1	1578																				
159	159	505	505	0.5	1/8	1/8	Chord	9/8	2	1	1/8			1/8	1	1579																				
159	159	1011/2	1011/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	1580																				
159	159	506	506	0.5	3/8	3/8	Chord	9/8	2	1	1/8			1/8	1	1581																				
159	159	1013/2	1013/2	0.0	1/2	1/2	Spanner	9/8	2	1	0																31									
159	159	507	507	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	1582											31									
159	159	1015/2	1015/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	1583											31									
159	159	508	508	0.0	7/8	7/8	Spanner	9/8	2	1	0																									
159	159	1017/2	1017/2	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	1584																				
159	159	1009/2	1009/2	1.5	0	0	Chord	9/8	2	2	3/8			1/4	3/2	1585																				
159	159	1013/2	1013/2	1.0	1/2	1/2	Chord	9/8	2	2	1/4			1/4	1	1586									109											
159	159	508	508	1.0	7/8	7/8	Chord	9/8	2	2	1/4			1/4	1	1587																				
160	160	509	509	0.0	0	0	Dynamic	9/8	1	1	0						mf																			
160	160	509	509	1.0	0	0	Chord	9/8	1	1	1/4			1/4	1	1588									110											
160	160	510	510	0.125	1/4	1/4	Chord	9/8	1	1	1/32			1/32	1	1589									110											
160	160	4081/8	4081/8	0.125	9/32	9/32	Chord	9/8	1	1	1/32			1/32	1	1590									110											
160	160	2041/4	2041/4	0.125	5/16	5/16	Chord	9/8	1	1	1/32			1/32	1	1591									110											
160	160	4083/8	4083/8	0.125	11/32	11/32	Chord	9/8	1	1	1/32			1/32	1	1592																				
160	160	511	511	0.0	1/2	1/2	Spanner	9/8	1	1	0																32									
160	160	511	511	1.5	1/2	1/2	Chord	9/8	1	1	3/8			1/4	3/2	1593									111		32									
160	160	1025/2	1025/2	0.0	7/8	7/8	Spanner	9/8	1	1	0																									
160	160	1025/2	1025/2	1.0	7/8	7/8	Chord	9/8	1	1	1/4			1/4	1	1594																				
160	160	1023/2	1023/2	0.5	5/8	5/8	Chord	9/8	1	2	1/8			1/8	1	1595																				
160	160	1019/2	1019/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8			1/8	1	1596																				
160	160	510	510	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	1597																				
160	160	1021/2	1021/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8			1/8	1	1598																				
160	160	1023/2	1023/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	1599																				
160	160	512	512	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	1600																				
160	160	513	513	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	1601																				
160	160	509	509	1.5	0	0	Chord	9/8	2	2	3/8			1/4	3/2	1602																				
160	160	511	511	1.5	1/2	1/2	Chord	9/8	2	2	3/8			1/4	3/2	1603																				
160	160	1025/2	1025/2	1.0	7/8	7/8	Chord	9/8	2	2	1/4			1/4	1	1604																				
161	161	1027/2	1027/2	0.0	0	0	Spanner	9/8	1	1	0																33									
161	161	515	515	0.5	3/8	3/8	Chord	9/8	1	1	1/8			1/8	1	1605											33									
161	161	1031/2	1031/2	0.5	1/2	1/2	Chord	9/8	1	1	1/8			1/8	1	1606											33									
161	161	516	516	0.5	5/8	5/8	Chord	9/8	1	1	1/8			1/8	1	1607											33									
161	161	1027/2	1027/2	0.5	0	0	Chord	9/8	2	1	1/8			1/8	1	1608																				
161	161	514	514	0.5	1/8	1/8	Chord	9/8	2	1	1/8			1/8	1	1609																				
161	161	1029/2	1029/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	1610																				
161	161	1033/2	1033/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	1611																				
161	161	517	517	0.5	7/8	7/8	Chord	9/8	2	1	1/8			1/8	1	1612																				
161	161	1035/2	1035/2	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	1613																				
162	162	518	518	0.0	0	0	Dynamic	9/8	1	1	0						p																			
162	162	518	518	0.0	0	0	StaffText	9/8	1	1	0								expressif																	
162	162	518	518	0.0	0	0	Spanner	9/8	1	1	0																									
162	162	518	518	3.0	0	0	Chord	9/8	1	1	3/4			1/2	3/2	1614									112											
162	162	521	521	1.5	3/4	3/4	Chord	9/8	1	1	3/8			1/4	3/2	1615									112											
162	162	1039/2	1039/2	0.5	3/8	3/8	Chord	9/8	1	2	1/8			1/8	1	1616																				
162	162	520	520	0.5	1/2	1/2	Chord	9/8	1	2	1/8			1/8	1	1617																				
162	162	1041/2	1041/2	0.5	5/8	5/8	Chord	9/8	1	2	1/8			1/8	1	1618																				
162	162	1037/2	1037/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8			1/8	1	1619																				
162	162	519	519	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	1620																				
162	162	521	521	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	1621																				
162	162	1043/2	1043/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8			1/8	1	1622																				
162	162	522	522	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	1623																				
163	163	1045/2	1045/2	3.0	0	0	Chord	9/8	1	1	3/4			1/2	3/2	1624									112											
163	163	1051/2	1051/2	0.0	3/4	3/4	Spanner	9/8	1	1	0																				10					
163	163	1051/2	1051/2	1.5	3/4	3/4	Chord	9/8	1	1	3/8			1/4	3/2	1625															10					
163	163	523	523	0.5	1/8	1/8	Chord	9/8	1	2	1/8			1/8	1	1626															10					
163	163	1047/2	1047/2	0.5	1/4	1/4	Chord	9/8	1	2	1/8			1/8	1	1627															10					
163	163	524	524	0.5	3/8	3/8	Chord	9/8	2	1	1/8			1/8	1	1628																				
163	163	1049/2	1049/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8			1/8	1	1629																				
163	163	525	525	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	1630																				
163	163	526	526	0.0	7/8	7/8	Spanner	9/8	2	1	0																	23								
163	163	526	526	0.5	7/8	7/8	Chord	9/8	2	1	1/8			1/8	1	1631												23								
163	163	1053/2	1053/2	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	1632												23								
164	164	527	527	0.0	0	0	Spanner	9/8	1	1	0																34				10					
164	164	527	527	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	1633											34				10					
164	164	1055/2	1055/2	0.5	1/8	1/8	Chord	9/8	1	1	1/8			1/8	1	1634											34				10					
164	164	528	528	0.5	1/4	1/4	Chord	9/8	1	1	1/8			1/8	1	1635											34				10					
164	164	1057/2	1057/2	0.0	3/8	3/8	Spanner	9/8	1	1	0																									
164	164	1057/2	1057/2	0.0	3/8	3/8	Spanner	9/8	1	1	0																									
164	164	1057/2	1057/2	0.0	3/8	3/8	Spanner	9/8	1	1	0																				11	11				
164	164	1057/2	1057/2	0.5	3/8	3/8	Chord	9/8	1	1	1/8			1/8	1	1636									113						11	11				
164	164	529	529	0.0	1/2	1/2	Dynamic	9/8	1	1	0						p								113						11	11				
164	164	529	529	0.0	1/2	1/2	StaffText	9/8	1	1	0								sans ralentir						113						11	11				
164	164	529	529	0.0	1/2	1/2	Spanner	9/8	1	1	0														113		35				11	11				
164	164	529	529	0.5	1/2	1/2	Chord	9/8	1	1	1/8			1/8	1	1637									113		35				11	11				
164	164	1059/2	1059/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8			1/8	1	1638									113		35				11	11				
164	164	530	530	0.5	3/4	3/4	Chord	9/8	1	1	1/8			1/8	1	1639									113		35				11	11				
164	164	1061/2	1061/2	0.5	7/8	7/8	Chord	9/8	1	1	1/8			1/8	1	1640									113		35				11	11				
164	164	531	531	0.5	1	1	Chord	9/8	1	1	1/8			1/8	1	1641									113		35				11	11				
164	164	527	527	0.0	0	0	Spanner	9/8	2	1	0																									
165	165	1063/2	1063/2	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	1642									113		35				11	11				
165	165	532	532	0.5	1/8	1/8	Chord	9/8	1	1	1/8			1/8	1	1643									113		35				11	11				
165	165	1065/2	1065/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8			1/8	1	1644									113		35				11	11				
165	165	533	533	0.5	3/8	3/8	Chord	9/8	1	1	1/8			1/8	1	1645									113		35				11	11				
165	165	1067/2	1067/2	0.5	1/2	1/2	Chord	9/8	1	1	1/8			1/8	1	1646		articStaccatoBelow							113		35				11	11				
165	165	534	534	0.5	5/8	5/8	Chord	9/8	1	1	1/8			1/8	1	1647		articStaccatoBelow							113		35				11	11				
165	165	1069/2	1069/2	0.0	3/4	3/4	Spanner	9/8	1	1	0														113		35									
165	165	1069/2	1069/2	0.5	3/4	3/4	Chord	9/8	1	1	1/8			1/8	1	1648		articStaccatoBelow							113		35									
165	165	535	535	0.5	7/8	7/8	Chord	9/8	1	1	1/8			1/8	1	1649		articStaccatoBelow							113		35									
165	165	1071/2	1071/2	0.0	1	1	Dynamic	9/8	1	1	0						ppp																			
165	165	1071/2	1071/2	0.0	1	1	Spanner	9/8	1	1	0																									
165	165	1071/2	1071/2	0.5	1	1	Chord	9/8	1	1	1/8			1/8	1	1650		articStaccatoBelow																		
166	166	539	539	0.0	3/4	3/4	Spanner	9/8	1	1	0																	24								
166	166	1079/2	1079/2	0.5	7/8	7/8	Chord	9/8	1	1	1/8			1/8	1	1651												24								
166	166	540	540	0.5	1	1	Chord	9/8	1	1	1/8			1/8	1	1652		articStaccatissimoAbove										24								
166	166	536	536	0.0	0	0	Dynamic	9/8	2	1	0						ppp																			
166	166	536	536	0.0	0	0	StaffText	9/8	2	1	0								très sec et bien rythmé																	
166	166	536	536	0.5	0	0	Chord	9/8	2	1	1/8			1/8	1	1653																				
166	166	1073/2	1073/2	0.16666666666666666	1/8	1/8	Chord	9/8	2	1	1/24			1/16	2/3	1654																				
166	166	1610/3	1610/3	0.16666666666666666	1/6	1/6	Chord	9/8	2	1	1/24			1/16	2/3	1655																				
166	166	3221/6	3221/6	0.16666666666666666	5/24	5/24	Chord	9/8	2	1	1/24			1/16	2/3	1656																				
166	166	537	537	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	1657		articAccentBelow																		
166	166	1075/2	1075/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8			1/8	1	1658																				
166	166	538	538	0.5	1/2	1/2	Chord	9/8	2	1	1/8			1/8	1	1659																				
166	166	1077/2	1077/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	1660																				
166	166	539	539	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	1661																				
166	166	1079/2	1079/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8			1/8	1	1662																				
166	166	540	540	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	1663		articStaccatissimoAbove																		
166	166	540	540	0.5	1	1	Chord	9/8	2	2	1/8			1/8	1	1664		articStaccatoAbove																		
167	167	1081/2	1081/2	0.0	0	0	Spanner	9/8	1	1	0																									
167	167	544	544	0.0	7/8	7/8	Spanner	9/8	1	1	0																	25								
167	167	544	544	0.5	7/8	7/8	Chord	9/8	1	1	1/8			1/8	1	1665												25								
167	167	1089/2	1089/2	0.5	1	1	Chord	9/8	1	1	1/8			1/8	1	1666		articStaccatissimoAbove										25								
167	167	1081/2	1081/2	0.0	0	0	Dynamic	9/8	2	1	0						ppp																			
167	167	1081/2	1081/2	0.5	0	0	Chord	9/8	2	1	1/8			1/8	1	1667																				
167	167	541	541	0.16666666666666666	1/8	1/8	Chord	9/8	2	1	1/24			1/16	2/3	1668																				
167	167	3247/6	3247/6	0.16666666666666666	1/6	1/6	Chord	9/8	2	1	1/24			1/16	2/3	1669																				
167	167	1624/3	1624/3	0.16666666666666666	5/24	5/24	Chord	9/8	2	1	1/24			1/16	2/3	1670																				
167	167	1083/2	1083/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	1671		articAccentBelow																		
167	167	542	542	0.5	3/8	3/8	Chord	9/8	2	1	1/8			1/8	1	1672																				
167	167	1085/2	1085/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8			1/8	1	1673																				
167	167	543	543	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	1674																				
167	167	1087/2	1087/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	1675																				
167	167	544	544	0.5	7/8	7/8	Chord	9/8	2	1	1/8			1/8	1	1676																				
167	167	1089/2	1089/2	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	1677		articStaccatissimoAbove																		
167	167	1089/2	1089/2	0.5	1	1	Chord	9/8	2	2	1/8			1/8	1	1678		articStaccatoAbove																		
168	168	545	545	0.0	0	0	Spanner	6/8	1	1	0																									
168	168	545	545	0.0	0	0	Dynamic	6/8	2	1	0						ppp																			
168	168	545	545	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1679																				
168	168	1091/2	1091/2	0.16666666666666666	1/8	1/8	Chord	6/8	2	1	1/24			1/16	2/3	1680																				
168	168	1637/3	1637/3	0.16666666666666666	1/6	1/6	Chord	6/8	2	1	1/24			1/16	2/3	1681																				
168	168	3275/6	3275/6	0.16666666666666666	5/24	5/24	Chord	6/8	2	1	1/24			1/16	2/3	1682																				
168	168	546	546	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1683																				
168	168	1093/2	1093/2	0.0	3/8	3/8	Spanner	6/8	2	1	0																	26								
168	168	1093/2	1093/2	0.16666666666666666	3/8	3/8	Chord	6/8	2	1	1/24			1/16	2/3	1684												26								
168	168	1640/3	1640/3	0.16666666666666666	5/12	5/12	Chord	6/8	2	1	1/24			1/16	2/3	1685												26								
168	168	3281/6	3281/6	0.16666666666666666	11/24	11/24	Chord	6/8	2	1	1/24			1/16	2/3	1686												26								
168	168	547	547	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1687												26								
168	168	1095/2	1095/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1688												26								
169	169	548	548	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1689												26								
169	169	1097/2	1097/2	0.16666666666666666	1/8	1/8	Chord	6/8	2	1	1/24			1/16	2/3	1690												26								
169	169	1646/3	1646/3	0.16666666666666666	1/6	1/6	Chord	6/8	2	1	1/24			1/16	2/3	1691												26								
169	169	3293/6	3293/6	0.16666666666666666	5/24	5/24	Chord	6/8	2	1	1/24			1/16	2/3	1692												26								
169	169	549	549	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1693												26								
169	169	1099/2	1099/2	0.16666666666666666	3/8	3/8	Chord	6/8	2	1	1/24			1/16	2/3	1694												26								
169	169	1649/3	1649/3	0.16666666666666666	5/12	5/12	Chord	6/8	2	1	1/24			1/16	2/3	1695												26								
169	169	3299/6	3299/6	0.16666666666666666	11/24	11/24	Chord	6/8	2	1	1/24			1/16	2/3	1696												26								
169	169	550	550	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1697		articStaccatoAbove										26								
169	169	1101/2	1101/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1698		articStaccatoAbove										26								
170	170	1109/2	1109/2	0.0	7/8	7/8	Spanner	9/8	1	1	0																	27								
170	170	1109/2	1109/2	0.16666666666666666	7/8	7/8	Chord	9/8	1	1	1/24			1/16	2/3	1699									114			27								
170	170	1664/3	1664/3	0.16666666666666666	11/12	11/12	Chord	9/8	1	1	1/24			1/16	2/3	1700									114			27								
170	170	3329/6	3329/6	0.16666666666666666	23/24	23/24	Chord	9/8	1	1	1/24			1/16	2/3	1701									114			27								
170	170	555	555	0.0	1	1	Dynamic	9/8	1	1	0						f																			
170	170	555	555	0.0	1	1	Spanner	9/8	1	1	0																									
170	170	555	555	0.5	1	1	Chord	9/8	1	1	1/8			1/8	1	1702		articStaccatissimoAbove																		
170	170	551	551	0.0	0	0	Dynamic	9/8	2	1	0						p																			
170	170	551	551	0.0	0	0	Spanner	9/8	2	1	0																									
170	170	551	551	0.5	0	0	Chord	9/8	2	1	1/8			1/8	1	1703																				
170	170	1103/2	1103/2	0.16666666666666666	1/8	1/8	Chord	9/8	2	1	1/24			1/16	2/3	1704																				
170	170	1655/3	1655/3	0.16666666666666666	1/6	1/6	Chord	9/8	2	1	1/24			1/16	2/3	1705																				
170	170	3311/6	3311/6	0.16666666666666666	5/24	5/24	Chord	9/8	2	1	1/24			1/16	2/3	1706																				
170	170	552	552	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	1707		articAccentAbove																		
170	170	1105/2	1105/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8			1/8	1	1708																				
170	170	553	553	0.5	1/2	1/2	Chord	9/8	2	1	1/8			1/8	1	1709																				
170	170	1107/2	1107/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	1710																				
170	170	554	554	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	1711																				
170	170	1109/2	1109/2	0.25	7/8	7/8	Chord	9/8	2	1	1/16			1/16	1	1712									115											
170	170	2219/4	2219/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16			1/16	1	1713									115											
170	170	555	555	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	1714		articStaccatissimoAbove																		
171	171	559	559	0.0	7/8	7/8	Spanner	9/8	1	1	0																	28								
171	171	559	559	0.16666666666666666	7/8	7/8	Chord	9/8	1	1	1/24			1/16	2/3	1715									116			28								
171	171	3355/6	3355/6	0.16666666666666666	11/12	11/12	Chord	9/8	1	1	1/24			1/16	2/3	1716									116			28								
171	171	1678/3	1678/3	0.16666666666666666	23/24	23/24	Chord	9/8	1	1	1/24			1/16	2/3	1717									116			28								
171	171	1119/2	1119/2	0.0	1	1	Dynamic	9/8	1	1	0						f																			
171	171	1119/2	1119/2	0.0	1	1	Spanner	9/8	1	1	0																									
171	171	1119/2	1119/2	0.5	1	1	Chord	9/8	1	1	1/8			1/8	1	1718		articStaccatissimoAbove																		
171	171	1111/2	1111/2	0.0	0	0	Dynamic	9/8	2	1	0						p																			
171	171	1111/2	1111/2	0.5	0	0	Chord	9/8	2	1	1/8			1/8	1	1719																				
171	171	556	556	0.16666666666666666	1/8	1/8	Chord	9/8	2	1	1/24			1/16	2/3	1720																				
171	171	3337/6	3337/6	0.16666666666666666	1/6	1/6	Chord	9/8	2	1	1/24			1/16	2/3	1721																				
171	171	1669/3	1669/3	0.16666666666666666	5/24	5/24	Chord	9/8	2	1	1/24			1/16	2/3	1722																				
171	171	1113/2	1113/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	1723																				
171	171	557	557	0.5	3/8	3/8	Chord	9/8	2	1	1/8			1/8	1	1724																				
171	171	1115/2	1115/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8			1/8	1	1725																				
171	171	558	558	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	1726																				
171	171	1117/2	1117/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	1727																				
171	171	559	559	0.25	7/8	7/8	Chord	9/8	2	1	1/16			1/16	1	1728									117											
171	171	2237/4	2237/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16			1/16	1	1729									117											
171	171	1119/2	1119/2	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	1730		articStaccatissimoAbove																		
172	172	560	560	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1731																				
172	172	1121/2	1121/2	0.16666666666666666	1/8	1/8	Chord	6/8	2	1	1/24			1/16	2/3	1732																				
172	172	1682/3	1682/3	0.16666666666666666	1/6	1/6	Chord	6/8	2	1	1/24			1/16	2/3	1733																				
172	172	3365/6	3365/6	0.16666666666666666	5/24	5/24	Chord	6/8	2	1	1/24			1/16	2/3	1734																				
172	172	561	561	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1735																				
172	172	1123/2	1123/2	0.0	3/8	3/8	Spanner	6/8	2	1	0																	29								
172	172	1123/2	1123/2	0.16666666666666666	3/8	3/8	Chord	6/8	2	1	1/24			1/16	2/3	1736												29								
172	172	1685/3	1685/3	0.16666666666666666	5/12	5/12	Chord	6/8	2	1	1/24			1/16	2/3	1737												29								
172	172	3371/6	3371/6	0.16666666666666666	11/24	11/24	Chord	6/8	2	1	1/24			1/16	2/3	1738												29								
