mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8vb	Ottava:8va	crescendo_line	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	TextLine	TextLine_rall.
20	20	839/12	839/12	0.16666666666666666	2/3	2/3	Chord	4/4	1	1	1/24			1/16	2/3	516							82										
20	20	841/12	841/12	0.16666666666666666	17/24	17/24	Chord	4/4	1	1	1/24			1/16	2/3	517																	
20	20	281/4	281/4	0.16666666666666666	3/4	3/4	Chord	4/4	1	1	1/24			1/16	2/3	518							83										
20	20	845/12	845/12	0.16666666666666666	19/24	19/24	Chord	4/4	1	1	1/24			1/16	2/3	519							83										
20	20	847/12	847/12	0.16666666666666666	5/6	5/6	Chord	4/4	1	1	1/24			1/16	2/3	520							83										
20	20	283/4	283/4	0.16666666666666666	7/8	7/8	Chord	4/4	1	1	1/24			1/16	2/3	521							83										
20	20	851/12	851/12	0.16666666666666666	11/12	11/12	Chord	4/4	1	1	1/24			1/16	2/3	522							83										
20	20	853/12	853/12	0.16666666666666666	23/24	23/24	Chord	4/4	1	1	1/24			1/16	2/3	523																	
20	20	269/4	269/4	0.0	0	0	Spanner	4/4	2	1	0																						
20	20	269/4	269/4	0.0	0	0	Spanner	4/4	2	1	0													31	31								
20	20	269/4	269/4	0.0	0	0	Chord	4/4	2	1	0	acciaccatura		1/8	1	524								31	31								
20	20	269/4	269/4	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	525		articStaccatoBelow					84	31	31								
20	20	271/4	271/4	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	526		articStaccatoBelow					84	31	31								
20	20	273/4	273/4	0.0	1/4	1/4	Spanner	4/4	2	1	0												84										
20	20	273/4	273/4	0.0	1/4	1/4	Spanner	4/4	2	1	0												84	32	32								
20	20	273/4	273/4	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	527							84	32	32								
20	20	275/4	275/4	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	528		articStaccatoBelow					84	32	32								
20	20	69	69	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	529		articStaccatoBelow					84	32	32								
20	20	277/4	277/4	0.0	1/2	1/2	Spanner	4/4	2	1	0												84										
20	20	277/4	277/4	0.0	1/2	1/2	Spanner	4/4	2	1	0												84	33	33								
20	20	277/4	277/4	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	530		articStaccatoBelow					84	33	33								
20	20	279/4	279/4	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	531		articStaccatoBelow						33	33								
20	20	281/4	281/4	0.0	3/4	3/4	Spanner	4/4	2	1	0													34	34								
20	20	281/4	281/4	0.0	3/4	3/4	Spanner	4/4	2	1	0													34	34					5			
20	20	281/4	281/4	0.0	3/4	3/4	Spanner	4/4	2	1	0													34	34					5			
20	20	281/4	281/4	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	532							85	34	34					5			
20	20	283/4	283/4	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	533								34	34					5			
21	21	285/4	285/4	0.0	0	0	StaffText	4/4	1	1	0								<i>tre corde</i>														
21	21	285/4	285/4	0.0	0	0	Spanner	4/4	1	1	0																				1		
21	21	285/4	285/4	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	534							86								1		
21	21	287/4	287/4	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	535							86								1		
21	21	289/4	289/4	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	536							86								1		
21	21	291/4	291/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	537							86								1		
21	21	73	73	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	538							86								1		
21	21	293/4	293/4	0.0	1/2	1/2	Spanner	4/4	1	1	0																						
21	21	293/4	293/4	0.0	1/2	1/2	Spanner	4/4	1	1	0																			6			
21	21	293/4	293/4	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	539														6			
21	21	295/4	295/4	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	540														6			
21	21	297/4	297/4	0.0	3/4	3/4	Spanner	4/4	1	1	0																			6, 7			
21	21	297/4	297/4	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	541							87							6, 7			
21	21	299/4	299/4	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	542														6, 7			
21	21	285/4	285/4	0.0	0	0	Spanner	4/4	2	1	0																						
21	21	285/4	285/4	0.0	0	0	Spanner	4/4	2	1	0																						
21	21	285/4	285/4	0.0	0	0	Spanner	4/4	2	1	0													35	35								
21	21	285/4	285/4	0.125	0	0	Chord	4/4	2	1	1/32			1/32	1	543							88	35	35								
21	21	571/8	571/8	0.125	1/32	1/32	Chord	4/4	2	1	1/32			1/32	1	544							88	35	35								
21	21	143/2	143/2	0.125	1/16	1/16	Chord	4/4	2	1	1/32			1/32	1	545							88	35	35								
21	21	573/8	573/8	0.125	3/32	3/32	Chord	4/4	2	1	1/32			1/32	1	546							88	35	35								
21	21	287/4	287/4	0.125	1/8	1/8	Chord	4/4	2	1	1/32			1/32	1	547							88	35	35								
21	21	575/8	575/8	0.125	5/32	5/32	Chord	4/4	2	1	1/32			1/32	1	548							88	35	35								
21	21	72	72	0.125	3/16	3/16	Chord	4/4	2	1	1/32			1/32	1	549							88	35	35								
21	21	577/8	577/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32			1/32	1	550							88	35	35								
21	21	289/4	289/4	0.0	1/4	1/4	Spanner	4/4	2	1	0												88										
21	21	289/4	289/4	0.0	1/4	1/4	Spanner	4/4	2	1	0												88	36	36								
21	21	289/4	289/4	0.125	1/4	1/4	Chord	4/4	2	1	1/32			1/32	1	551							88	36	36								
21	21	579/8	579/8	0.125	9/32	9/32	Chord	4/4	2	1	1/32			1/32	1	552							88	36	36								
21	21	145/2	145/2	0.125	5/16	5/16	Chord	4/4	2	1	1/32			1/32	1	553							88	36	36								
21	21	581/8	581/8	0.125	11/32	11/32	Chord	4/4	2	1	1/32			1/32	1	554							88	36	36								
21	21	291/4	291/4	0.125	3/8	3/8	Chord	4/4	2	1	1/32			1/32	1	555							88	36	36								
21	21	583/8	583/8	0.125	13/32	13/32	Chord	4/4	2	1	1/32			1/32	1	556							88	36	36								
21	21	73	73	0.125	7/16	7/16	Chord	4/4	2	1	1/32			1/32	1	557							88	36	36								
21	21	585/8	585/8	0.125	15/32	15/32	Chord	4/4	2	1	1/32			1/32	1	558							88	36	36								
21	21	293/4	293/4	0.0	1/2	1/2	Spanner	4/4	2	1	0												88										
21	21	293/4	293/4	0.0	1/2	1/2	Spanner	4/4	2	1	0												88	37	37								
21	21	293/4	293/4	0.125	1/2	1/2	Chord	4/4	2	1	1/32			1/32	1	559							88	37	37								
21	21	587/8	587/8	0.125	17/32	17/32	Chord	4/4	2	1	1/32			1/32	1	560							88	37	37								
21	21	147/2	147/2	0.125	9/16	9/16	Chord	4/4	2	1	1/32			1/32	1	561							88	37	37								
21	21	589/8	589/8	0.125	19/32	19/32	Chord	4/4	2	1	1/32			1/32	1	562							88	37	37								
21	21	295/4	295/4	0.125	5/8	5/8	Chord	4/4	2	1	1/32			1/32	1	563							88	37	37								
21	21	591/8	591/8	0.125	21/32	21/32	Chord	4/4	2	1	1/32			1/32	1	564							88	37	37								
21	21	74	74	0.125	11/16	11/16	Chord	4/4	2	1	1/32			1/32	1	565							88	37	37								
21	21	593/8	593/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32			1/32	1	566							88	37	37								
21	21	297/4	297/4	0.125	3/4	3/4	Chord	4/4	2	1	1/32			1/32	1	567							88	37	37								
21	21	595/8	595/8	0.125	25/32	25/32	Chord	4/4	2	1	1/32			1/32	1	568							88	37	37								
21	21	149/2	149/2	0.125	13/16	13/16	Chord	4/4	2	1	1/32			1/32	1	569							88	37	37								
21	21	597/8	597/8	0.125	27/32	27/32	Chord	4/4	2	1	1/32			1/32	1	570							88	37	37								
21	21	299/4	299/4	0.125	7/8	7/8	Chord	4/4	2	1	1/32			1/32	1	571							88	37	37								
21	21	599/8	599/8	0.0	29/32	29/32	Spanner	4/4	2	1	0												88										
21	21	599/8	599/8	0.125	29/32	29/32	Chord	4/4	2	1	1/32			1/32	1	572							88										
21	21	75	75	0.125	15/16	15/16	Chord	4/4	2	1	1/32			1/32	1	573							88										
21	21	601/8	601/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32			1/32	1	574																	
22	22	301/4	301/4	0.0	0	0	Spanner	4/4	1	1	0																						
22	22	301/4	301/4	0.0	0	0	Spanner	4/4	1	1	0																						
22	22	301/4	301/4	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	575							89										
22	22	303/4	303/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	576							89										
22	22	76	76	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	577							89										
22	22	305/4	305/4	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	578																	
22	22	309/4	309/4	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	579							90										
22	22	311/4	311/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	580							90										
22	22	78	78	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	581							90										
22	22	313/4	313/4	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	582							90										
22	22	157/2	157/2	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	583							90										
22	22	315/4	315/4	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	584																	
22	22	301/4	301/4	0.0	0	0	Spanner	4/4	2	1	0													38	38								
22	22	301/4	301/4	0.125	0	0	Chord	4/4	2	1	1/32			1/32	1	585							91	38	38								
22	22	603/8	603/8	0.125	1/32	1/32	Chord	4/4	2	1	1/32			1/32	1	586							91	38	38								
22	22	151/2	151/2	0.125	1/16	1/16	Chord	4/4	2	1	1/32			1/32	1	587							91	38	38								
22	22	605/8	605/8	0.125	3/32	3/32	Chord	4/4	2	1	1/32			1/32	1	588								38	38								
22	22	303/4	303/4	0.125	1/8	1/8	Chord	4/4	2	1	1/32			1/32	1	589							92	38	38								
22	22	607/8	607/8	0.125	5/32	5/32	Chord	4/4	2	1	1/32			1/32	1	590							92	38	38								
22	22	76	76	0.125	3/16	3/16	Chord	4/4	2	1	1/32			1/32	1	591							92	38	38								
22	22	609/8	609/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32			1/32	1	592								38	38								
22	22	305/4	305/4	0.0	1/4	1/4	Spanner	4/4	2	1	0																						
22	22	305/4	305/4	0.0	1/4	1/4	Spanner	4/4	2	1	0													39	39								
22	22	305/4	305/4	0.125	1/4	1/4	Chord	4/4	2	1	1/32			1/32	1	593							93	39	39								
22	22	611/8	611/8	0.125	9/32	9/32	Chord	4/4	2	1	1/32			1/32	1	594							93	39	39								
22	22	153/2	153/2	0.125	5/16	5/16	Chord	4/4	2	1	1/32			1/32	1	595							93	39	39								
22	22	613/8	613/8	0.125	11/32	11/32	Chord	4/4	2	1	1/32			1/32	1	596							93	39	39								
22	22	307/4	307/4	0.125	3/8	3/8	Chord	4/4	2	1	1/32			1/32	1	597							93	39	39								
22	22	615/8	615/8	0.125	13/32	13/32	Chord	4/4	2	1	1/32			1/32	1	598							93	39	39								
22	22	77	77	0.125	7/16	7/16	Chord	4/4	2	1	1/32			1/32	1	599							93	39	39								
22	22	617/8	617/8	0.125	15/32	15/32	Chord	4/4	2	1	1/32			1/32	1	600								39	39								
22	22	309/4	309/4	0.0	1/2	1/2	Spanner	4/4	2	1	0																						
22	22	309/4	309/4	0.0	1/2	1/2	Spanner	4/4	2	1	0													40	40								
22	22	309/4	309/4	0.125	1/2	1/2	Chord	4/4	2	1	1/32			1/32	1	601							94	40	40								
22	22	619/8	619/8	0.125	17/32	17/32	Chord	4/4	2	1	1/32			1/32	1	602							94	40	40								
22	22	155/2	155/2	0.125	9/16	9/16	Chord	4/4	2	1	1/32			1/32	1	603							94	40	40								
22	22	621/8	621/8	0.125	19/32	19/32	Chord	4/4	2	1	1/32			1/32	1	604							94	40	40								
22	22	311/4	311/4	0.125	5/8	5/8	Chord	4/4	2	1	1/32			1/32	1	605							94	40	40								
22	22	623/8	623/8	0.125	21/32	21/32	Chord	4/4	2	1	1/32			1/32	1	606							94	40	40								
22	22	78	78	0.125	11/16	11/16	Chord	4/4	2	1	1/32			1/32	1	607							94	40	40								
22	22	625/8	625/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32			1/32	1	608								40	40								
22	22	313/4	313/4	0.0	3/4	3/4	Spanner	4/4	2	1	0																						
22	22	313/4	313/4	0.0	3/4	3/4	Spanner	4/4	2	1	0													41	41								
22	22	313/4	313/4	0.125	3/4	3/4	Chord	4/4	2	1	1/32			1/32	1	609							95	41	41								
22	22	627/8	627/8	0.125	25/32	25/32	Chord	4/4	2	1	1/32			1/32	1	610							95	41	41								
22	22	157/2	157/2	0.125	13/16	13/16	Chord	4/4	2	1	1/32			1/32	1	611							95	41	41								
22	22	629/8	629/8	0.125	27/32	27/32	Chord	4/4	2	1	1/32			1/32	1	612							95	41	41								
22	22	315/4	315/4	0.125	7/8	7/8	Chord	4/4	2	1	1/32			1/32	1	613							95	41	41								
22	22	631/8	631/8	0.125	29/32	29/32	Chord	4/4	2	1	1/32			1/32	1	614							95	41	41								
22	22	79	79	0.125	15/16	15/16	Chord	4/4	2	1	1/32			1/32	1	615							95	41	41								
22	22	633/8	633/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32			1/32	1	616								41	41								
22	22	301/4	301/4	0.5	0	0	Chord	4/4	2	2	1/8			1/8	1	617								41	41								
22	22	303/4	303/4	0.5	1/8	1/8	Chord	4/4	2	2	1/8			1/8	1	618								41	41								
22	22	305/4	305/4	1.0	1/4	1/4	Chord	4/4	2	2	1/4			1/4	1	619		articAccentAbove						41	41								
22	22	309/4	309/4	1.0	1/2	1/2	Chord	4/4	2	2	1/4			1/4	1	620		articAccentAbove						41	41								
22	22	313/4	313/4	1.0	3/4	3/4	Chord	4/4	2	2	1/4			1/4	1	621		articAccentAbove						41	41								
23	23	317/4	317/4	0.0	0	0	Spanner	4/4	1	1	0																				2		
23	23	317/4	317/4	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	622		articStaccatoBelow					96								2		
23	23	319/4	319/4	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	623		articStaccatoBelow					96								2		
23	23	321/4	321/4	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	624		articStaccatoBelow					96								2		
23	23	323/4	323/4	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	625		articStaccatoBelow													2		
23	23	325/4	325/4	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	626							97								2		
23	23	329/4	329/4	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	627															2		
23	23	317/4	317/4	0.0	0	0	Spanner	4/4	2	1	0																						
23	23	317/4	317/4	0.0	0	0	Spanner	4/4	2	1	0													42	42								
23	23	317/4	317/4	0.125	0	0	Chord	4/4	2	1	1/32			1/32	1	628							98	42	42								
23	23	635/8	635/8	0.125	1/32	1/32	Chord	4/4	2	1	1/32			1/32	1	629							98	42	42								
23	23	159/2	159/2	0.125	1/16	1/16	Chord	4/4	2	1	1/32			1/32	1	630							98	42	42								
23	23	637/8	637/8	0.125	3/32	3/32	Chord	4/4	2	1	1/32			1/32	1	631							98	42	42								
23	23	319/4	319/4	0.125	1/8	1/8	Chord	4/4	2	1	1/32			1/32	1	632							98	42	42								
23	23	639/8	639/8	0.125	5/32	5/32	Chord	4/4	2	1	1/32			1/32	1	633							98	42	42								
23	23	80	80	0.125	3/16	3/16	Chord	4/4	2	1	1/32			1/32	1	634							98	42	42								
23	23	641/8	641/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32			1/32	1	635								42	42								
23	23	321/4	321/4	0.0	1/4	1/4	Spanner	4/4	2	1	0																						
23	23	321/4	321/4	0.0	1/4	1/4	Spanner	4/4	2	1	0													43	43								
23	23	321/4	321/4	0.125	1/4	1/4	Chord	4/4	2	1	1/32			1/32	1	636							99	43	43								
23	23	643/8	643/8	0.125	9/32	9/32	Chord	4/4	2	1	1/32			1/32	1	637							99	43	43								
23	23	161/2	161/2	0.125	5/16	5/16	Chord	4/4	2	1	1/32			1/32	1	638							99	43	43								
23	23	645/8	645/8	0.125	11/32	11/32	Chord	4/4	2	1	1/32			1/32	1	639							99	43	43								
23	23	323/4	323/4	0.125	3/8	3/8	Chord	4/4	2	1	1/32			1/32	1	640							99	43	43								
23	23	647/8	647/8	0.125	13/32	13/32	Chord	4/4	2	1	1/32			1/32	1	641							99	43	43								
23	23	81	81	0.125	7/16	7/16	Chord	4/4	2	1	1/32			1/32	1	642							99	43	43								
23	23	649/8	649/8	0.125	15/32	15/32	Chord	4/4	2	1	1/32			1/32	1	643								43	43								
23	23	325/4	325/4	0.0	1/2	1/2	Spanner	4/4	2	1	0																						
23	23	325/4	325/4	0.0	1/2	1/2	Spanner	4/4	2	1	0													44	44								
23	23	325/4	325/4	0.125	1/2	1/2	Chord	4/4	2	1	1/32			1/32	1	644							100	44	44								
23	23	651/8	651/8	0.125	17/32	17/32	Chord	4/4	2	1	1/32			1/32	1	645							100	44	44								
23	23	163/2	163/2	0.125	9/16	9/16	Chord	4/4	2	1	1/32			1/32	1	646							100	44	44								
23	23	653/8	653/8	0.125	19/32	19/32	Chord	4/4	2	1	1/32			1/32	1	647							100	44	44								
23	23	327/4	327/4	0.125	5/8	5/8	Chord	4/4	2	1	1/32			1/32	1	648							100	44	44								
23	23	655/8	655/8	0.125	21/32	21/32	Chord	4/4	2	1	1/32			1/32	1	649							100	44	44								
23	23	82	82	0.125	11/16	11/16	Chord	4/4	2	1	1/32			1/32	1	650							100	44	44								
23	23	657/8	657/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32			1/32	1	651								44	44								
23	23	329/4	329/4	0.0	3/4	3/4	Spanner	4/4	2	1	0																						
23	23	329/4	329/4	0.0	3/4	3/4	Spanner	4/4	2	1	0													45	45								
23	23	329/4	329/4	0.125	3/4	3/4	Chord	4/4	2	1	1/32			1/32	1	652							101	45	45								
23	23	659/8	659/8	0.125	25/32	25/32	Chord	4/4	2	1	1/32			1/32	1	653							101	45	45								
23	23	165/2	165/2	0.125	13/16	13/16	Chord	4/4	2	1	1/32			1/32	1	654							101	45	45								
23	23	661/8	661/8	0.125	27/32	27/32	Chord	4/4	2	1	1/32			1/32	1	655							101	45	45								
23	23	331/4	331/4	0.125	7/8	7/8	Chord	4/4	2	1	1/32			1/32	1	656							101	45	45								
23	23	663/8	663/8	0.125	29/32	29/32	Chord	4/4	2	1	1/32			1/32	1	657							101	45	45								
23	23	83	83	0.125	15/16	15/16	Chord	4/4	2	1	1/32			1/32	1	658							101	45	45								
23	23	665/8	665/8	0.0	31/32	31/32	Dynamic	4/4	2	1	0						mf							45	45								
23	23	665/8	665/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32			1/32	1	659								45	45								
23	23	317/4	317/4	1.0	0	0	Chord	4/4	2	2	1/4			1/4	1	660		articAccentAbove						45	45								
23	23	321/4	321/4	1.0	1/4	1/4	Chord	4/4	2	2	1/4			1/4	1	661		articAccentAbove						45	45								
23	23	325/4	325/4	1.0	1/2	1/2	Chord	4/4	2	2	1/4			1/4	1	662		articAccentAbove						45	45								
23	23	329/4	329/4	1.0	3/4	3/4	Chord	4/4	2	2	1/4			1/4	1	663		articAccentAbove						45	45								
24	24	333/4	333/4	0.0	0	0	Dynamic	4/4	1	1	0						pp																
24	24	333/4	333/4	0.0	0	0	StaffText	4/4	1	1	0								<i>subito</i>														
24	24	333/4	333/4	0.0	0	0	StaffText	4/4	1	1	0								<i>una corda</i>														
24	24	333/4	333/4	0.0	0	0	Spanner	4/4	1	1	0																						
24	24	333/4	333/4	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	664							102										
24	24	335/4	335/4	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	665							102										
24	24	337/4	337/4	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	666							102										
24	24	339/4	339/4	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	667																	
24	24	341/4	341/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	668							103										
24	24	171/2	171/2	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	669							103										
24	24	343/4	343/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	670							103										
24	24	86	86	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	671							103										
24	24	345/4	345/4	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	672							103										
24	24	347/4	347/4	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	673																	
24	24	333/4	333/4	0.0	0	0	Spanner	4/4	2	1	0																						
24	24	333/4	333/4	0.125	0	0	Chord	4/4	2	1	1/32			1/32	1	674							104										
24	24	667/8	667/8	0.125	1/32	1/32	Chord	4/4	2	1	1/32			1/32	1	675							104										
24	24	167/2	167/2	0.125	1/16	1/16	Chord	4/4	2	1	1/32			1/32	1	676							104										
24	24	669/8	669/8	0.125	3/32	3/32	Chord	4/4	2	1	1/32			1/32	1	677							104										
24	24	335/4	335/4	0.125	1/8	1/8	Chord	4/4	2	1	1/32			1/32	1	678							104										
24	24	671/8	671/8	0.125	5/32	5/32	Chord	4/4	2	1	1/32			1/32	1	679							104										
24	24	84	84	0.125	3/16	3/16	Chord	4/4	2	1	1/32			1/32	1	680							104										
24	24	673/8	673/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32			1/32	1	681																	
24	24	337/4	337/4	0.0	1/4	1/4	Spanner	4/4	2	1	0													46	46								
24	24	337/4	337/4	0.125	1/4	1/4	Chord	4/4	2	1	1/32			1/32	1	682							105	46	46								
24	24	675/8	675/8	0.125	9/32	9/32	Chord	4/4	2	1	1/32			1/32	1	683							105	46	46								
24	24	169/2	169/2	0.125	5/16	5/16	Chord	4/4	2	1	1/32			1/32	1	684							105	46	46								
24	24	677/8	677/8	0.125	11/32	11/32	Chord	4/4	2	1	1/32			1/32	1	685							105	46	46								
24	24	339/4	339/4	0.125	3/8	3/8	Chord	4/4	2	1	1/32			1/32	1	686							105	46	46								
24	24	679/8	679/8	0.125	13/32	13/32	Chord	4/4	2	1	1/32			1/32	1	687							105	46	46								
24	24	85	85	0.125	7/16	7/16	Chord	4/4	2	1	1/32			1/32	1	688							105	46	46								
24	24	681/8	681/8	0.125	15/32	15/32	Chord	4/4	2	1	1/32			1/32	1	689								46	46								
24	24	341/4	341/4	0.0	1/2	1/2	Spanner	4/4	2	1	0																						
24	24	341/4	341/4	0.0	1/2	1/2	Spanner	4/4	2	1	0													47	47								
24	24	341/4	341/4	0.125	1/2	1/2	Chord	4/4	2	1	1/32			1/32	1	690							106	47	47								
24	24	683/8	683/8	0.125	17/32	17/32	Chord	4/4	2	1	1/32			1/32	1	691							106	47	47								
24	24	171/2	171/2	0.125	9/16	9/16	Chord	4/4	2	1	1/32			1/32	1	692							106	47	47								
24	24	685/8	685/8	0.125	19/32	19/32	Chord	4/4	2	1	1/32			1/32	1	693							106	47	47								
24	24	343/4	343/4	0.125	5/8	5/8	Chord	4/4	2	1	1/32			1/32	1	694							106	47	47								
24	24	687/8	687/8	0.125	21/32	21/32	Chord	4/4	2	1	1/32			1/32	1	695							106	47	47								
24	24	86	86	0.125	11/16	11/16	Chord	4/4	2	1	1/32			1/32	1	696							106	47	47								
24	24	689/8	689/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32			1/32	1	697								47	47								
24	24	345/4	345/4	0.0	3/4	3/4	Spanner	4/4	2	1	0																						
24	24	345/4	345/4	0.0	3/4	3/4	Spanner	4/4	2	1	0													48	48								
24	24	345/4	345/4	0.125	3/4	3/4	Chord	4/4	2	1	1/32			1/32	1	698							107	48	48								
24	24	691/8	691/8	0.125	25/32	25/32	Chord	4/4	2	1	1/32			1/32	1	699							107	48	48								
24	24	173/2	173/2	0.125	13/16	13/16	Chord	4/4	2	1	1/32			1/32	1	700							107	48	48								
24	24	693/8	693/8	0.125	27/32	27/32	Chord	4/4	2	1	1/32			1/32	1	701							107	48	48								
24	24	347/4	347/4	0.125	7/8	7/8	Chord	4/4	2	1	1/32			1/32	1	702							107	48	48								
24	24	695/8	695/8	0.125	29/32	29/32	Chord	4/4	2	1	1/32			1/32	1	703							107	48	48								
24	24	87	87	0.125	15/16	15/16	Chord	4/4	2	1	1/32			1/32	1	704							107	48	48								
24	24	697/8	697/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32			1/32	1	705								48	48								
25	25	349/4	349/4	0.0	0	0	StaffText	4/4	1	1	0								<i>tre corde</i>														
25	25	349/4	349/4	0.0	0	0	Spanner	4/4	1	1	0																				3		
25	25	349/4	349/4	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	706							108								3		
25	25	351/4	351/4	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	707							108								3		
25	25	353/4	353/4	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	708							108								3		
25	25	355/4	355/4	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	709															3		
25	25	357/4	357/4	0.0	1/2	1/2	Spanner	4/4	1	1	0																4				3		
25	25	357/4	357/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	710							109				4				3		
25	25	179/2	179/2	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	711							109				4				3		
25	25	359/4	359/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	712							109				4				3		
25	25	90	90	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	713							109				4				3		
25	25	361/4	361/4	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	714							109				4				3		
25	25	363/4	363/4	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	715											4				3		
25	25	349/4	349/4	0.0	0	0	Spanner	4/4	2	1	0																						
25	25	349/4	349/4	0.0	0	0	Spanner	4/4	2	1	0													49	49								
25	25	349/4	349/4	0.125	0	0	Chord	4/4	2	1	1/32			1/32	1	716							110	49	49								
25	25	699/8	699/8	0.125	1/32	1/32	Chord	4/4	2	1	1/32			1/32	1	717							110	49	49								
25	25	175/2	175/2	0.125	1/16	1/16	Chord	4/4	2	1	1/32			1/32	1	718							110	49	49								
25	25	701/8	701/8	0.125	3/32	3/32	Chord	4/4	2	1	1/32			1/32	1	719							110	49	49								
25	25	351/4	351/4	0.125	1/8	1/8	Chord	4/4	2	1	1/32			1/32	1	720							110	49	49								
25	25	703/8	703/8	0.125	5/32	5/32	Chord	4/4	2	1	1/32			1/32	1	721							110	49	49								
25	25	88	88	0.125	3/16	3/16	Chord	4/4	2	1	1/32			1/32	1	722							110	49	49								
25	25	705/8	705/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32			1/32	1	723								49	49								
25	25	353/4	353/4	0.0	1/4	1/4	Spanner	4/4	2	1	0																						
25	25	353/4	353/4	0.0	1/4	1/4	Spanner	4/4	2	1	0													50	50								
25	25	353/4	353/4	0.125	1/4	1/4	Chord	4/4	2	1	1/32			1/32	1	724							111	50	50								
